-- Query: 5121
-- Execution time: .105021778s

id	estRows	task	access object	operator info
Sort_220	20.00	root		Column#57:desc
└─Projection_222	20.00	root		tpch_sf40.nation.n_name, Column#57, Column#58, div(Column#62, Column#65)->Column#66
  └─Window_224	20.00	root		sum(Column#62)->Column#65 over()
    └─Projection_225	20.00	root		tpch_sf40.nation.n_name, Column#57, Column#58, Column#62
      └─HashJoin_231	20.00	root		inner join, equal:[eq(tpch_sf40.nation.n_name, tpch_sf40.nation.n_name)]
        ├─Selection_239(Build)	20.00	root		not(isnull(tpch_sf40.nation.n_name))
        │ └─CTEFullScan_241	25.00	root	CTE:revenuedata AS rd	data:CTE_0
        └─Selection_243(Probe)	20.00	root		le(Column#60, 5), not(isnull(tpch_sf40.nation.n_name))
          └─Window_246	25.00	root		rank()->Column#60 over(order by Column#57 desc)
            └─Sort_249	25.00	root		Column#57:desc
              └─CTEFullScan_248	25.00	root	CTE:revenuedata	data:CTE_0
CTE_0	25.00	root		Non-Recursive CTE
└─TableReader_214(Seed Part)	25.00	root		MppVersion: 2, data:ExchangeSender_213
  └─ExchangeSender_213	25.00	mpp[tiflash]		ExchangeType: PassThrough
    └─Projection_47	25.00	mpp[tiflash]		tpch_sf40.nation.n_name, Column#45, Column#46
      └─Projection_209	25.00	mpp[tiflash]		Column#45, Column#46, tpch_sf40.nation.n_name
        └─HashAgg_210	25.00	mpp[tiflash]		group by:tpch_sf40.nation.n_name, funcs:sum(Column#76)->Column#45, funcs:count(distinct tpch_sf40.orders.o_orderkey)->Column#46, funcs:firstrow(tpch_sf40.nation.n_name)->tpch_sf40.nation.n_name, stream_count: 2
          └─ExchangeReceiver_212	25.00	mpp[tiflash]		stream_count: 2
            └─ExchangeSender_211	25.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.nation.n_name, collate: utf8mb4_bin], stream_count: 2
              └─HashAgg_207	25.00	mpp[tiflash]		group by:Column#79, Column#80, funcs:sum(Column#78)->Column#76
                └─Projection_215	36871334.77	mpp[tiflash]		mul(tpch_sf40.lineitem.l_extendedprice, minus(1, tpch_sf40.lineitem.l_discount))->Column#78, tpch_sf40.nation.n_name->Column#79, tpch_sf40.orders.o_orderkey->Column#80
                  └─Projection_196	36871334.77	mpp[tiflash]		tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.orders.o_orderkey, tpch_sf40.nation.n_name
                    └─Projection_186	36871334.77	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.orders.o_orderkey
                      └─HashJoin_185	36871334.77	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.orders.o_custkey, tpch_sf40.customer.c_custkey)]
                        ├─ExchangeReceiver_90(Build)	6000000.00	mpp[tiflash]		
                        │ └─ExchangeSender_89	6000000.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                        │   └─TableFullScan_88	6000000.00	mpp[tiflash]	table:c	keep order:false
                        └─Projection_87(Probe)	36871334.77	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.orders.o_orderkey, tpch_sf40.orders.o_custkey
                          └─HashJoin_67	36871334.77	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.lineitem.l_orderkey, tpch_sf40.orders.o_orderkey)], stream_count: 2
                            ├─ExchangeReceiver_83(Build)	36613491.07	mpp[tiflash]		stream_count: 2
                            │ └─ExchangeSender_82	36613491.07	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.lineitem.l_orderkey, collate: binary], stream_count: 2
                            │   └─Projection_81	36613491.07	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.lineitem.l_orderkey, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.lineitem.l_suppkey
                            │     └─HashJoin_68	36613491.07	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.lineitem.l_suppkey)], stream_count: 2
                            │       ├─ExchangeReceiver_76(Build)	399988.00	mpp[tiflash]		stream_count: 2
                            │       │ └─ExchangeSender_75	399988.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_suppkey, collate: binary], stream_count: 2
                            │       │   └─Projection_74	399988.00	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.supplier.s_suppkey
                            │       │     └─HashJoin_69	399988.00	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.nation.n_nationkey, tpch_sf40.supplier.s_nationkey)]
                            │       │       ├─ExchangeReceiver_72(Build)	25.00	mpp[tiflash]		
                            │       │       │ └─ExchangeSender_71	25.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                            │       │       │   └─TableFullScan_70	25.00	mpp[tiflash]	table:n	keep order:false
                            │       │       └─TableFullScan_73(Probe)	400000.00	mpp[tiflash]	table:s	keep order:false
                            │       └─ExchangeReceiver_80(Probe)	36503281.15	mpp[tiflash]		
                            │         └─ExchangeSender_79	36503281.15	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.lineitem.l_suppkey, collate: binary]
                            │           └─TableFullScan_77	36503281.15	mpp[tiflash]	table:l	pushed down filter:ge(tpch_sf40.lineitem.l_shipdate, 1997-01-01), lt(tpch_sf40.lineitem.l_shipdate, 1997-12-31), keep order:false
                            └─ExchangeReceiver_86(Probe)	60000000.00	mpp[tiflash]		
                              └─ExchangeSender_85	60000000.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.orders.o_orderkey, collate: binary]
                                └─TableFullScan_84	60000000.00	mpp[tiflash]	table:o	keep order:false
