-- Query: 26943
-- Source: SQLStorm v1.0 query 6450

id	estRows	estCost	task	access object	operator info
Sort_167	5120000.00	151695584895.79	root		tpch_sf40.region.r_name, Column#184:desc
└─Projection_169	5120000.00	145723837835.36	root		tpch_sf40.region.r_name, tpch_sf40.customer.c_name, tpch_sf40.part.p_name, tpch_sf40.supplier.s_name, Column#135, Column#184
  └─HashAgg_173	5120000.00	145716173195.36	root		group by:Column#207, Column#208, Column#209, Column#210, Column#211, funcs:sum(Column#206)->Column#184, funcs:firstrow(Column#207)->tpch_sf40.customer.c_name, funcs:firstrow(Column#208)->tpch_sf40.supplier.s_name, funcs:firstrow(Column#209)->tpch_sf40.part.p_name, funcs:firstrow(Column#210)->Column#135, funcs:firstrow(Column#211)->tpch_sf40.region.r_name
    └─Projection_607	155849541.09	102038049145.20	root		mul(tpch_sf40.lineitem.l_extendedprice, minus(1, tpch_sf40.lineitem.l_discount))->Column#206, tpch_sf40.customer.c_name->Column#207, tpch_sf40.supplier.s_name->Column#208, tpch_sf40.part.p_name->Column#209, Column#135->Column#210, tpch_sf40.region.r_name->Column#211
      └─HashJoin_177	155849541.09	97955180792.40	root		CARTESIAN semi join
        ├─TableReader_601(Build)	159124.49	39201019.78	root		MppVersion: 2, data:ExchangeSender_600
        │ └─ExchangeSender_600	159124.49	52846646.06	mpp[tiflash]		ExchangeType: PassThrough
        │   └─Selection_520	159124.49	52846646.06	mpp[tiflash]		le(Column#178, 3), stream_count: 2
        │     └─Window_599	198905.62	52369272.59	mpp[tiflash]		rank()->Column#178 over(partition by tpch_sf40.nation.n_name order by tpch_sf40.supplier.s_acctbal desc), stream_count: 2
        │       └─Sort_534	198905.62	52369272.59	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.supplier.s_acctbal:desc, stream_count: 2
        │         └─ExchangeReceiver_533	198905.62	43320232.91	mpp[tiflash]		stream_count: 2
        │           └─ExchangeSender_532	198905.62	30391367.90	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.nation.n_name, collate: utf8mb4_bin], stream_count: 2
        │             └─Projection_524	198905.62	30391367.90	mpp[tiflash]		tpch_sf40.supplier.s_acctbal, tpch_sf40.nation.n_name
        │               └─Projection_531	198905.62	30386594.17	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.supplier.s_acctbal
        │                 └─HashJoin_525	198905.62	30381820.43	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.nation.n_nationkey, tpch_sf40.supplier.s_nationkey)]
        │                   ├─ExchangeReceiver_528(Build)	25.00	567519.34	mpp[tiflash]		
        │                   │ └─ExchangeSender_527	25.00	565339.09	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
        │                   │   └─TableFullScan_526	25.00	565339.09	mpp[tiflash]	table:n	keep order:false
        │                   └─TableFullScan_529(Probe)	198905.62	28536000.00	mpp[tiflash]	table:s	pushed down filter:gt(tpch_sf40.supplier.s_acctbal, 4496.104108), keep order:false
        └─Projection_178(Probe)	194811926.37	93045157183.00	root		tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.customer.c_name, tpch_sf40.supplier.s_name, Column#135, tpch_sf40.part.p_name, tpch_sf40.region.r_name
          └─HashJoin_181	194811926.37	92704918153.60	root		inner join, equal:[eq(tpch_sf40.lineitem.l_partkey, tpch_sf40.part.p_partkey)]
            ├─TableReader_514(Build)	6400000.00	4954887646.21	root		MppVersion: 2, data:ExchangeSender_513
            │ └─ExchangeSender_513	6400000.00	7600655292.41	mpp[tiflash]		ExchangeType: PassThrough
            │   └─Selection_452	6400000.00	7600655292.41	mpp[tiflash]		gt(Column#135, 10000)
            │     └─Projection_253	8000000.00	7581455292.41	mpp[tiflash]		Column#135, tpch_sf40.part.p_partkey, tpch_sf40.part.p_name
            │       └─HashAgg_254	8000000.00	7581167292.41	mpp[tiflash]		group by:tpch_sf40.part.p_name, tpch_sf40.part.p_partkey, funcs:sum(Column#189)->Column#135, funcs:firstrow(tpch_sf40.part.p_partkey)->tpch_sf40.part.p_partkey, funcs:firstrow(tpch_sf40.part.p_name)->tpch_sf40.part.p_name, stream_count: 2
            │         └─ExchangeReceiver_256	8000000.00	7461775220.41	mpp[tiflash]		stream_count: 2
            │           └─ExchangeSender_255	8000000.00	6149775220.41	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_partkey, collate: binary], [name: tpch_sf40.part.p_name, collate: utf8mb4_bin], stream_count: 2
            │             └─HashAgg_247	8000000.00	6149775220.41	mpp[tiflash]		group by:Column#204, Column#205, funcs:sum(Column#203)->Column#189
            │               └─Projection_606	32141938.80	6751102636.20	mpp[tiflash]		mul(tpch_sf40.partsupp.ps_supplycost, cast(tpch_sf40.partsupp.ps_availqty, decimal(10,0) BINARY))->Column#203, tpch_sf40.part.p_partkey->Column#204, tpch_sf40.part.p_name->Column#205
            │                 └─Projection_241	32141938.80	5933122435.63	mpp[tiflash]		tpch_sf40.part.p_partkey, tpch_sf40.part.p_name, tpch_sf40.partsupp.ps_availqty, tpch_sf40.partsupp.ps_supplycost, tpch_sf40.partsupp.ps_partkey
            │                   └─HashJoin_240	32141938.80	5931193919.30	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.part.p_partkey, tpch_sf40.partsupp.ps_partkey)], stream_count: 2
            │                     ├─ExchangeReceiver_231(Build)	8000000.00	952738200.15	mpp[tiflash]		stream_count: 2
            │                     │ └─ExchangeSender_230	8000000.00	531378200.15	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_partkey, collate: binary], stream_count: 2
