-- Query: 26088
-- Source: SQLStorm v1.0 query 3814

id	estRows	estCost	task	access object	operator info
Sort_167	2133333.33	11213979251.16	root		tpch_sf40.region.r_name, tpch_sf40.part.p_name
└─TableReader_490	2133333.33	8874712198.60	root		MppVersion: 2, data:ExchangeSender_489
  └─ExchangeSender_489	2133333.33	16637104397.20	mpp[tiflash]		ExchangeType: PassThrough
    └─Projection_170	2133333.33	16637104397.20	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.part.p_name, tpch_sf40.part.p_size, coalesce(Column#150, 0)->Column#210, coalesce(Column#184, 0)->Column#211, Column#203
      └─Selection_488	2133333.33	16631881997.20	mpp[tiflash]		gt(Column#203, 0)
        └─Projection_482	2666666.67	16625481997.20	mpp[tiflash]		Column#203, tpch_sf40.part.p_name, tpch_sf40.part.p_size, Column#150, tpch_sf40.region.r_name, Column#184
          └─HashAgg_483	2666666.67	16625289997.20	mpp[tiflash]		group by:Column#150, Column#184, tpch_sf40.part.p_name, tpch_sf40.part.p_partkey, tpch_sf40.part.p_size, tpch_sf40.region.r_name, funcs:count(distinct tpch_sf40.supplier.s_suppkey)->Column#203, funcs:firstrow(tpch_sf40.part.p_name)->tpch_sf40.part.p_name, funcs:firstrow(tpch_sf40.part.p_size)->tpch_sf40.part.p_size, funcs:firstrow(Column#150)->Column#150, funcs:firstrow(tpch_sf40.region.r_name)->tpch_sf40.region.r_name, funcs:firstrow(Column#184)->Column#184, stream_count: 2
            └─ExchangeReceiver_485	2666666.67	16545297925.20	mpp[tiflash]		stream_count: 2
              └─ExchangeSender_484	2666666.67	15891964591.87	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_partkey, collate: binary], [name: tpch_sf40.part.p_name, collate: utf8mb4_bin], [name: tpch_sf40.part.p_size, collate: binary], [name: tpch_sf40.region.r_name, collate: utf8mb4_bin], [name: Column#150, collate: binary], [name: Column#184, collate: binary], stream_count: 2
                └─HashAgg_480	2666666.67	15891964591.87	mpp[tiflash]		group by:Column#150, Column#184, tpch_sf40.part.p_name, tpch_sf40.part.p_partkey, tpch_sf40.part.p_size, tpch_sf40.region.r_name, tpch_sf40.supplier.s_suppkey, 
                  └─Projection_469	43177268.48	15431902518.60	mpp[tiflash]		tpch_sf40.part.p_partkey, tpch_sf40.part.p_name, tpch_sf40.part.p_size, Column#150, tpch_sf40.supplier.s_suppkey, tpch_sf40.region.r_name, Column#184
                    └─Projection_459	43177268.48	15428275628.05	mpp[tiflash]		tpch_sf40.part.p_partkey, tpch_sf40.part.p_name, tpch_sf40.part.p_size, tpch_sf40.supplier.s_suppkey, tpch_sf40.region.r_name, Column#184, Column#150
                      └─HashJoin_458	43177268.48	15424648737.50	mpp[tiflash]		left outer join, equal:[eq(tpch_sf40.part.p_partkey, tpch_sf40.partsupp.ps_partkey)]
                        ├─Projection_244(Build)	10746649.41	11397319327.12	mpp[tiflash]		tpch_sf40.part.p_partkey, tpch_sf40.part.p_name, tpch_sf40.part.p_size, tpch_sf40.supplier.s_suppkey, tpch_sf40.region.r_name, Column#184
                        │ └─HashJoin_195	10746649.41	11396545568.36	mpp[tiflash]		left outer join, equal:[eq(tpch_sf40.nation.n_nationkey, tpch_sf40.customer.c_nationkey)]
                        │   ├─ExchangeReceiver_243(Build)	25.00	5543298002.47	mpp[tiflash]		
                        │   │ └─ExchangeSender_242	25.00	5543294402.46	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                        │   │   └─Projection_238	25.00	5543294402.46	mpp[tiflash]		Column#184, tpch_sf40.customer.c_nationkey
                        │   │     └─HashAgg_239	25.00	5543294401.86	mpp[tiflash]		group by:tpch_sf40.customer.c_nationkey, funcs:sum(Column#219)->Column#184, funcs:firstrow(tpch_sf40.customer.c_nationkey)->tpch_sf40.customer.c_nationkey, stream_count: 2
                        │   │       └─ExchangeReceiver_241	25.00	5543294119.56	mpp[tiflash]		stream_count: 2
                        │   │         └─ExchangeSender_240	25.00	5543292919.56	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.customer.c_nationkey, collate: binary], stream_count: 2
                        │   │           └─HashAgg_223	25.00	5543292919.56	mpp[tiflash]		group by:tpch_sf40.customer.c_nationkey, funcs:sum(tpch_sf40.orders.o_totalprice)->Column#219
                        │   │             └─Projection_237	29235455.49	5437694292.34	mpp[tiflash]		tpch_sf40.customer.c_nationkey, tpch_sf40.orders.o_totalprice
                        │   │               └─HashJoin_236	29235455.49	5436992641.41	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.customer.c_custkey, tpch_sf40.orders.o_custkey)]
                        │   │                 ├─ExchangeReceiver_227(Build)	6000000.00	924580000.00	mpp[tiflash]		
                        │   │                 │ └─ExchangeSender_226	6000000.00	348580000.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
