-- Query: 16100
-- Execution time: .106977250s

id	estRows	task	access object	operator info
Projection_7	10.00	root		tpch_sf40.part.p_brand, Column#10, Column#11
└─TopN_11	10.00	root		Column#10:desc, offset:0, count:10
  └─TableReader_55	10.00	root		MppVersion: 2, data:ExchangeSender_54
    └─ExchangeSender_54	10.00	mpp[tiflash]		ExchangeType: PassThrough
      └─TopN_53	10.00	mpp[tiflash]		Column#10:desc, offset:0, count:10
        └─Projection_49	25.00	mpp[tiflash]		Column#10, div(Column#11, cast(case(eq(Column#27, 0), 1, Column#27), decimal(20,0) BINARY))->Column#11, tpch_sf40.part.p_brand
          └─HashAgg_50	25.00	mpp[tiflash]		group by:tpch_sf40.part.p_brand, funcs:sum(Column#28)->Column#10, funcs:sum(Column#29)->Column#27, funcs:sum(Column#30)->Column#11, funcs:firstrow(tpch_sf40.part.p_brand)->tpch_sf40.part.p_brand, stream_count: 2
            └─ExchangeReceiver_52	25.00	mpp[tiflash]		stream_count: 2
              └─ExchangeSender_51	25.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_brand, collate: utf8mb4_bin], stream_count: 2
                └─HashAgg_47	25.00	mpp[tiflash]		group by:tpch_sf40.part.p_brand, funcs:count(1)->Column#28, funcs:count(tpch_sf40.part.p_retailprice)->Column#29, funcs:sum(tpch_sf40.part.p_retailprice)->Column#30
                  └─TableFullScan_36	8000000.00	mpp[tiflash]	table:part	keep order:false
