-- Query: 27083
-- Source: SQLStorm v1.0 query 6841

id	estRows	estCost	task	access object	operator info
Sort_85	193362024.73	9206411311701.20	root		tpch_sf40.orders.o_totalprice:desc
└─Projection_87	193362024.73	45514986407.46	root		tpch_sf40.orders.o_orderkey, tpch_sf40.orders.o_orderdate, tpch_sf40.orders.o_totalprice, tpch_sf40.customer.c_mktsegment, tpch_sf40.part.p_name, Column#199, Column#200
  └─Projection_89	193362024.73	45177279631.27	root		tpch_sf40.orders.o_orderkey, tpch_sf40.orders.o_orderdate, tpch_sf40.orders.o_totalprice, tpch_sf40.customer.c_mktsegment, Column#199, Column#200, tpch_sf40.part.p_name
    └─HashJoin_92	193362024.73	44839572855.07	root		inner join, equal:[eq(tpch_sf40.lineitem.l_orderkey, tpch_sf40.orders.o_orderkey)]
      ├─TableReader_353(Build)	48000000.00	13956321486.31	root		MppVersion: 2, data:ExchangeSender_352
      │ └─ExchangeSender_352	48000000.00	19992642972.62	mpp[tiflash]		ExchangeType: PassThrough
      │   └─Selection_292	48000000.00	19992642972.62	mpp[tiflash]		ge(tpch_sf40.orders.o_orderdate, 1997-01-01 00:00:00.000000), le(Column#151, 10), le(tpch_sf40.orders.o_orderdate, 1997-12-31 00:00:00.000000), stream_count: 2
      │     └─Window_145	60000000.00	19560642972.62	mpp[tiflash]		row_number()->Column#151 over(partition by tpch_sf40.orders.o_orderstatus order by tpch_sf40.orders.o_totalprice desc rows between current row and current row), stream_count: 2
      │       └─Sort_158	60000000.00	19560642972.62	mpp[tiflash]		tpch_sf40.orders.o_orderstatus, tpch_sf40.orders.o_totalprice:desc, stream_count: 2
      │         └─ExchangeReceiver_157	60000000.00	15638904852.87	mpp[tiflash]		stream_count: 2
      │           └─ExchangeSender_156	60000000.00	11618904852.87	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.orders.o_orderstatus, collate: utf8mb4_bin], stream_count: 2
      │             └─Projection_147	60000000.00	11618904852.87	mpp[tiflash]		tpch_sf40.orders.o_orderkey, tpch_sf40.orders.o_orderstatus, tpch_sf40.orders.o_totalprice, tpch_sf40.orders.o_orderdate, tpch_sf40.customer.c_mktsegment
      │               └─Projection_155	60000000.00	11615304852.87	mpp[tiflash]		tpch_sf40.customer.c_mktsegment, tpch_sf40.orders.o_orderkey, tpch_sf40.orders.o_orderstatus, tpch_sf40.orders.o_totalprice, tpch_sf40.orders.o_orderdate, tpch_sf40.orders.o_custkey
      │                 └─HashJoin_148	60000000.00	11610984852.87	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.customer.c_custkey, tpch_sf40.orders.o_custkey)], stream_count: 2
      │                   ├─ExchangeReceiver_151(Build)	6000000.00	528423120.09	mpp[tiflash]		stream_count: 2
      │                   │ └─ExchangeSender_150	6000000.00	344343120.09	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.customer.c_custkey, collate: binary], stream_count: 2
      │                   │   └─TableFullScan_149	6000000.00	344343120.09	mpp[tiflash]	table:c	keep order:false
      │                   └─ExchangeReceiver_154(Probe)	60000000.00	10973893732.78	mpp[tiflash]		
      │                     └─ExchangeSender_153	60000000.00	4673893732.78	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.orders.o_custkey, collate: binary]
      │                       └─TableFullScan_152	60000000.00	4673893732.78	mpp[tiflash]	table:o	keep order:false
      └─IndexHashJoin_169(Probe)	240012290.00	13396236600.77	root		inner join, inner:IndexReader_166, outer key:tpch_sf40.part.p_partkey, inner key:tpch_sf40.lineitem.l_partkey, equal cond:eq(tpch_sf40.part.p_partkey, tpch_sf40.lineitem.l_partkey)
        ├─TableReader_280(Build)	8000000.00	5357645161.82	root		MppVersion: 2, data:ExchangeSender_279
        │ └─ExchangeSender_279	8000000.00	7688090323.63	mpp[tiflash]		ExchangeType: PassThrough
        │   └─Projection_275	8000000.00	7688090323.63	mpp[tiflash]		Column#199, Column#200, tpch_sf40.part.p_partkey, tpch_sf40.part.p_name
        │     └─HashAgg_276	8000000.00	7687706323.63	mpp[tiflash]		group by:tpch_sf40.part.p_brand, tpch_sf40.part.p_name, tpch_sf40.part.p_partkey, funcs:sum(Column#210)->Column#199, funcs:count(distinct tpch_sf40.supplier.s_suppkey)->Column#200, funcs:firstrow(tpch_sf40.part.p_partkey)->tpch_sf40.part.p_partkey, funcs:firstrow(tpch_sf40.part.p_name)->tpch_sf40.part.p_name, stream_count: 2
        │       └─ExchangeReceiver_278	8000000.00	7537818251.63	mpp[tiflash]		stream_count: 2
        │         └─ExchangeSender_277	8000000.00	6081818251.63	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_partkey, collate: binary], [name: tpch_sf40.part.p_name, collate: utf8mb4_bin], [name: tpch_sf40.part.p_brand, collate: utf8mb4_bin], stream_count: 2
        │           └─HashAgg_181	8000000.00	6081818251.63	mpp[tiflash]		group by:Column#218, Column#219, Column#220, Column#221, funcs:sum(Column#217)->Column#210
        │             └─Projection_366	32239948.24	6600305211.80	mpp[tiflash]		mul(tpch_sf40.partsupp.ps_supplycost, cast(tpch_sf40.partsupp.ps_availqty, decimal(10,0) BINARY))->Column#217, tpch_sf40.part.p_partkey->Column#218, tpch_sf40.part.p_name->Column#219, tpch_sf40.part.p_brand->Column#220, tpch_sf40.supplier.s_suppkey->Column#221
        │               └─Projection_119	32239948.24	5763743034.76	mpp[tiflash]		tpch_sf40.part.p_partkey, tpch_sf40.part.p_name, tpch_sf40.part.p_brand, tpch_sf40.partsupp.ps_availqty, tpch_sf40.partsupp.ps_supplycost, tpch_sf40.supplier.s_suppkey
        │                 └─Projection_115	32239948.24	5761421758.48	mpp[tiflash]		tpch_sf40.supplier.s_suppkey, tpch_sf40.partsupp.ps_availqty, tpch_sf40.partsupp.ps_supplycost, tpch_sf40.part.p_partkey, tpch_sf40.part.p_name, tpch_sf40.part.p_brand, tpch_sf40.partsupp.ps_partkey
        │                   └─HashJoin_114	32239948.24	5758713602.83	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.partsupp.ps_partkey, tpch_sf40.part.p_partkey)], stream_count: 2
        │                     ├─ExchangeReceiver_112(Build)	8000000.00	1094632622.78	mpp[tiflash]		stream_count: 2
        │                     │ └─ExchangeSender_111	8000000.00	562632622.78	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_partkey, collate: binary], stream_count: 2
        │                     │   └─TableFullScan_110	8000000.00	562632622.78	mpp[tiflash]	table:p	keep order:false
        │                     └─ExchangeReceiver_109(Probe)	32097576.63	4591058190.77	mpp[tiflash]		
        │                       └─ExchangeSender_108	32097576.63	2536813286.26	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.partsupp.ps_partkey, collate: binary]
        │                         └─Projection_107	32097576.63	2536813286.26	mpp[tiflash]		tpch_sf40.supplier.s_suppkey, tpch_sf40.partsupp.ps_partkey, tpch_sf40.partsupp.ps_availqty, tpch_sf40.partsupp.ps_supplycost
        │                           └─HashJoin_102	32097576.63	2535272602.58	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.partsupp.ps_suppkey)]
        │                             ├─ExchangeReceiver_105(Build)	400000.00	38224000.00	mpp[tiflash]		
        │                             │ └─ExchangeSender_104	400000.00	19024000.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
        │                             │   └─TableFullScan_103	400000.00	19024000.00	mpp[tiflash]	table:s	keep order:false
        │                             └─TableFullScan_106(Probe)	32000000.00	2445101935.92	mpp[tiflash]	table:ps	keep order:false
        └─IndexReader_166(Probe)	240012290.00	5564.08	root		index:IndexRangeScan_165
          └─IndexRangeScan_165	240012290.00	7326.38	cop[tikv]	table:l, index:idx_lineitem_fk2(l_partkey, l_suppkey)	range: decided by [eq(tpch_sf40.lineitem.l_partkey, tpch_sf40.part.p_partkey)], keep order:false
