-- Query: 26359
-- Source: SQLStorm v1.0 query 5071

id	estRows	estCost	task	access object	operator info
Sort_55	95341284.73	5013716458202.61	root		tpch_sf40.orders.o_orderdate:desc, tpch_sf40.orders.o_totalprice:desc
└─Projection_57	95341284.73	24560755332.40	root		tpch_sf40.orders.o_orderkey, tpch_sf40.orders.o_orderdate, tpch_sf40.orders.o_totalprice, tpch_sf40.orders.o_orderpriority, tpch_sf40.customer.c_mktsegment, tpch_sf40.part.p_name, tpch_sf40.part.p_brand, tpch_sf40.part.p_retailprice, tpch_sf40.partsupp.ps_availqty
  └─HashJoin_62	95341284.73	24346666477.55	root		inner join, equal:[eq(tpch_sf40.lineitem.l_partkey, tpch_sf40.partsupp.ps_partkey)]
    ├─IndexJoin_112(Build)	29531590.67	8634892396.60	root		inner join, inner:TableReader_109, outer key:tpch_sf40.orders.o_orderkey, inner key:tpch_sf40.lineitem.l_orderkey, equal cond:eq(tpch_sf40.orders.o_orderkey, tpch_sf40.lineitem.l_orderkey)
    │ ├─TableReader_189(Build)	7330893.20	4661032270.59	root		MppVersion: 2, data:ExchangeSender_188
    │ │ └─ExchangeSender_188	7330893.20	7886675652.63	mpp[tiflash]		ExchangeType: PassThrough
    │ │   └─Selection_123	7330893.20	7886675652.63	mpp[tiflash]		le(Column#67, 10), stream_count: 2
    │ │     └─Window_66	9163616.50	7864682973.03	mpp[tiflash]		row_number()->Column#67 over(partition by tpch_sf40.customer.c_mktsegment order by tpch_sf40.orders.o_totalprice desc rows between current row and current row), stream_count: 2
    │ │       └─Sort_80	9163616.50	7864682973.03	mpp[tiflash]		tpch_sf40.customer.c_mktsegment, tpch_sf40.orders.o_totalprice:desc, stream_count: 2
    │ │         └─ExchangeReceiver_79	9163616.50	7318934944.30	mpp[tiflash]		stream_count: 2
    │ │           └─ExchangeSender_78	9163616.50	6576682007.80	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.customer.c_mktsegment, collate: utf8mb4_bin], stream_count: 2
