-- Query: 829
-- Execution time: .106072623s

id	estRows	task	access object	operator info
Sort_72	8942737.39	root		Column#158:desc
└─Union_74	8942737.39	root		
  ├─TableReader_267	4142737.39	root		MppVersion: 2, data:ExchangeSender_266
  │ └─ExchangeSender_266	4142737.39	mpp[tiflash]		ExchangeType: PassThrough
  │   └─Projection_77	4142737.39	mpp[tiflash]		tpch_sf40.customer.c_name->Column#156, Column#117->Column#157, cast(Column#118, decimal(61,4) BINARY)->Column#158, Column#119->Column#159, tpch_sf40.nation.n_name->Column#160
  │     └─Selection_265	4142737.39	mpp[tiflash]		gt(Column#117, 2)
  │       └─Projection_259	5178421.74	mpp[tiflash]		Column#117, Column#118, Column#119, tpch_sf40.customer.c_name, tpch_sf40.nation.n_name
  │         └─HashAgg_260	5178421.74	mpp[tiflash]		group by:tpch_sf40.customer.c_name, tpch_sf40.nation.n_name, funcs:count(distinct tpch_sf40.orders.o_orderkey)->Column#117, funcs:sum(Column#177)->Column#118, funcs:max(Column#178)->Column#119, funcs:firstrow(tpch_sf40.customer.c_name)->tpch_sf40.customer.c_name, funcs:firstrow(tpch_sf40.nation.n_name)->tpch_sf40.nation.n_name, stream_count: 2
  │           └─ExchangeReceiver_262	5178421.74	mpp[tiflash]		stream_count: 2
  │             └─ExchangeSender_261	5178421.74	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.customer.c_name, collate: utf8mb4_bin], [name: tpch_sf40.nation.n_name, collate: utf8mb4_bin], stream_count: 2
  │               └─HashAgg_257	5178421.74	mpp[tiflash]		group by:Column#202, Column#203, Column#204, funcs:sum(Column#200)->Column#177, funcs:max(Column#201)->Column#178
  │                 └─Projection_395	22359932.08	mpp[tiflash]		mul(tpch_sf40.lineitem.l_extendedprice, minus(1, tpch_sf40.lineitem.l_discount))->Column#200, tpch_sf40.lineitem.l_shipdate->Column#201, tpch_sf40.customer.c_name->Column#202, tpch_sf40.nation.n_name->Column#203, tpch_sf40.orders.o_orderkey->Column#204
  │                   └─Projection_246	22359932.08	mpp[tiflash]		tpch_sf40.customer.c_name, tpch_sf40.orders.o_orderkey, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.lineitem.l_shipdate, tpch_sf40.nation.n_name
