-- Query: 25258
-- Source: SQLStorm v1.0 query 74

id	estRows	estCost	task	access object	operator info
Sort_329	3.20	2455.14	root		Column#63:desc
└─Projection_331	3.20	2132.14	root		tpch_sf40.region.r_name, Column#63, Column#64, case(gt(Column#63, Column#74), Above Average, Below Average)->Column#75
  └─HashJoin_332	3.20	2049.91	root		CARTESIAN left outer join
    ├─MaxOneRow_338(Build)	1.00	207.58	root		
    │ └─StreamAgg_343	1.00	207.58	root		funcs:avg(Column#71)->Column#74
    │   └─CTEFullScan_349	4.00	7.98	root	CTE:regionalsales	data:CTE_0
    └─Selection_334(Probe)	3.20	207.58	root		le(Column#65, 5)
      └─CTEFullScan_336	4.00	7.98	root	CTE:regionalsales	data:CTE_0
CTE_0	4.00	7.98	root		Non-Recursive CTE
└─TableReader_327(Seed Part)	4.00	37099887577.89	root		MppVersion: 2, data:ExchangeSender_326
  └─ExchangeSender_326	4.00	74199774442.97	mpp[tiflash]		ExchangeType: PassThrough
    └─Projection_41	4.00	74199774442.97	mpp[tiflash]		tpch_sf40.region.r_name, Column#54->Column#59, Column#55->Column#60, Column#57->Column#61, stream_count: 2
      └─Selection_325	4.00	74199774442.78	mpp[tiflash]		or(le(Column#57, 5), 1), stream_count: 2
        └─Window_322	5.00	74199774430.78	mpp[tiflash]		row_number()->Column#57 over(partition by tpch_sf40.region.r_regionkey order by Column#54 desc rows between current row and current row), stream_count: 2
          └─Sort_101	5.00	74199774430.78	mpp[tiflash]		tpch_sf40.region.r_regionkey, Column#54:desc, stream_count: 2
            └─ExchangeReceiver_100	5.00	74199774382.67	mpp[tiflash]		stream_count: 2
              └─ExchangeSender_99	5.00	74199773977.67	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.region.r_regionkey, collate: binary], stream_count: 2
                └─Projection_95	5.00	74199773977.67	mpp[tiflash]		Column#54, Column#55, tpch_sf40.region.r_regionkey, tpch_sf40.region.r_name
                  └─HashAgg_96	5.00	74199773977.43	mpp[tiflash]		group by:tpch_sf40.region.r_name, tpch_sf40.region.r_regionkey, funcs:sum(Column#77)->Column#54, funcs:count(distinct tpch_sf40.orders.o_orderkey)->Column#55, funcs:firstrow(tpch_sf40.region.r_regionkey)->tpch_sf40.region.r_regionkey, funcs:firstrow(tpch_sf40.region.r_name)->tpch_sf40.region.r_name, stream_count: 2
                    └─ExchangeReceiver_98	5.00	74199773835.18	mpp[tiflash]		stream_count: 2
                      └─ExchangeSender_97	5.00	74199773430.18	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.region.r_regionkey, collate: binary], [name: tpch_sf40.region.r_name, collate: utf8mb4_bin], stream_count: 2
                        └─HashAgg_47	5.00	74199773430.18	mpp[tiflash]		group by:Column#89, Column#90, Column#91, funcs:sum(Column#88)->Column#77
                          └─Projection_328	253293906.89	79180164768.22	mpp[tiflash]		mul(tpch_sf40.lineitem.l_extendedprice, minus(1, tpch_sf40.lineitem.l_discount))->Column#88, tpch_sf40.region.r_regionkey->Column#89, tpch_sf40.region.r_name->Column#90, tpch_sf40.orders.o_orderkey->Column#91
                            └─Projection_94	253293906.89	72670891302.09	mpp[tiflash]		tpch_sf40.region.r_regionkey, tpch_sf40.region.r_name, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.orders.o_orderkey, tpch_sf40.lineitem.l_orderkey
                              └─HashJoin_93	253293906.89	72652654140.79	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.lineitem.l_orderkey, tpch_sf40.orders.o_orderkey)], stream_count: 2
                                ├─ExchangeReceiver_85(Build)	29214725.49	4107030732.57	mpp[tiflash]		stream_count: 2
                                │ └─ExchangeSender_84	29214725.49	3376662595.40	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.orders.o_orderkey, collate: binary], stream_count: 2
                                │   └─TableFullScan_82	29214725.49	3232662595.40	mpp[tiflash]	table:o	pushed down filter:eq(tpch_sf40.orders.o_orderstatus, "F"), keep order:false
                                └─ExchangeReceiver_81(Probe)	251522605.71	68084270876.02	mpp[tiflash]		
                                  └─ExchangeSender_80	251522605.71	35637854739.44	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.lineitem.l_orderkey, collate: binary]
                                    └─Projection_79	251522605.71	35637854739.44	mpp[tiflash]		tpch_sf40.region.r_regionkey, tpch_sf40.region.r_name, tpch_sf40.lineitem.l_orderkey, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.lineitem.l_partkey
                                      └─HashJoin_49	251522605.71	35619745111.83	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.part.p_partkey, tpch_sf40.lineitem.l_partkey)], stream_count: 2
                                        ├─ExchangeReceiver_74(Build)	32238981.05	5379425255.76	mpp[tiflash]		stream_count: 2
                                        │ └─ExchangeSender_73	32238981.05	3799715184.51	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_partkey, collate: binary], stream_count: 2
                                        │   └─Projection_72	32238981.05	3799715184.51	mpp[tiflash]		tpch_sf40.region.r_regionkey, tpch_sf40.region.r_name, tpch_sf40.part.p_partkey, tpch_sf40.partsupp.ps_suppkey
                                        │     └─HashJoin_50	32238981.05	3798167713.42	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.partsupp.ps_partkey, tpch_sf40.part.p_partkey)]
                                        │       ├─ExchangeReceiver_71(Build)	8000000.00	755664000.00	mpp[tiflash]		
                                        │       │ └─ExchangeSender_70	8000000.00	371664000.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                                        │       │   └─TableFullScan_69	8000000.00	371664000.00	mpp[tiflash]	table:p	keep order:false
