-- Query: 27354
-- Source: SQLStorm v1.0 query 7487

id	estRows	estCost	task	access object	operator info
Projection_30	2.00	19638202099.31	root		tpch_sf40.nation.n_name, Column#50, Column#51
└─TopN_33	2.00	19638202097.81	root		Column#50:desc, offset:0, count:10
  └─TableReader_263	2.00	19638201620.28	root		MppVersion: 2, data:ExchangeSender_262
    └─ExchangeSender_262	2.00	39276402919.36	mpp[tiflash]		ExchangeType: PassThrough
      └─Projection_258	2.00	39276402919.36	mpp[tiflash]		Column#50, Column#51, tpch_sf40.nation.n_name
        └─HashAgg_259	2.00	39276402919.29	mpp[tiflash]		group by:tpch_sf40.nation.n_name, funcs:sum(Column#53)->Column#50, funcs:count(distinct tpch_sf40.orders.o_orderkey)->Column#51, funcs:firstrow(tpch_sf40.nation.n_name)->tpch_sf40.nation.n_name, stream_count: 2
          └─ExchangeReceiver_261	2.00	39276402826.82	mpp[tiflash]		stream_count: 2
            └─ExchangeSender_260	2.00	39276402680.82	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.nation.n_name, collate: utf8mb4_bin], stream_count: 2
              └─HashAgg_40	2.00	39276402680.82	mpp[tiflash]		group by:Column#60, Column#61, funcs:sum(Column#59)->Column#53
                └─Projection_277	19179768.59	39671985325.11	mpp[tiflash]		mul(tpch_sf40.lineitem.l_extendedprice, minus(1, tpch_sf40.lineitem.l_discount))->Column#59, tpch_sf40.nation.n_name->Column#60, tpch_sf40.orders.o_orderkey->Column#61
                  └─Projection_257	19179768.59	39183879394.30	mpp[tiflash]		tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.orders.o_orderkey, tpch_sf40.nation.n_name
                    └─Projection_247	19179768.59	39182958765.40	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.orders.o_orderkey
                      └─HashJoin_246	19179768.59	39182038136.51	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.orders.o_custkey, tpch_sf40.customer.c_custkey)]
                        ├─ExchangeReceiver_88(Build)	6000000.00	566864000.00	mpp[tiflash]		
                        │ └─ExchangeSender_87	6000000.00	278864000.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                        │   └─TableFullScan_86	6000000.00	278864000.00	mpp[tiflash]	table:c	keep order:false
                        └─Projection_85(Probe)	19179768.59	38573286506.77	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.orders.o_orderkey, tpch_sf40.orders.o_custkey
                          └─HashJoin_57	19179768.59	38572135720.65	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.lineitem.l_orderkey, tpch_sf40.orders.o_orderkey)], stream_count: 2
                            ├─ExchangeReceiver_81(Build)	19045643.19	33004134558.70	mpp[tiflash]		stream_count: 2
                            │ └─ExchangeSender_80	19045643.19	30547246587.43	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.lineitem.l_orderkey, collate: binary], stream_count: 2
                            │   └─Projection_79	19045643.19	30547246587.43	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.lineitem.l_orderkey, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.lineitem.l_suppkey, tpch_sf40.lineitem.l_partkey
                            │     └─HashJoin_58	19045643.19	30545875301.12	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.lineitem.l_suppkey) eq(tpch_sf40.partsupp.ps_partkey, tpch_sf40.lineitem.l_partkey)], stream_count: 2
                            │       ├─ExchangeReceiver_74(Build)	2567729.10	3083833088.63	mpp[tiflash]		stream_count: 2
                            │       │ └─ExchangeSender_73	2567729.10	2958014362.91	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_suppkey, collate: binary], [name: tpch_sf40.partsupp.ps_partkey, collate: binary], stream_count: 2
                            │       │   └─HashJoin_59	2567729.10	2957891111.91	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.partsupp.ps_suppkey)], stream_count: 2
                            │       │     ├─ExchangeReceiver_68(Build)	31999.04	26042313.97	mpp[tiflash]		stream_count: 2
                            │       │     │ └─ExchangeSender_67	31999.04	24986345.65	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_suppkey, collate: binary], stream_count: 2
                            │       │     │   └─Projection_66	31999.04	24986345.65	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.supplier.s_suppkey
                            │       │     │     └─HashJoin_60	31999.04	24985577.68	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.nation.n_nationkey, tpch_sf40.supplier.s_nationkey)]
                            │       │     │       ├─ExchangeReceiver_64(Build)	2.00	565573.51	mpp[tiflash]		
                            │       │     │       │ └─ExchangeSender_63	2.00	565399.09	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                            │       │     │       │   └─Selection_62	2.00	565399.09	mpp[tiflash]		in(tpch_sf40.nation.n_name, "FRANCE", "GERMANY")
                            │       │     │       │     └─TableFullScan_61	25.00	565339.09	mpp[tiflash]	table:n	pushed down filter:empty, keep order:false
                            │       │     │       └─TableFullScan_65(Probe)	400000.00	23780000.00	mpp[tiflash]	table:s	keep order:false
                            │       │     └─ExchangeReceiver_71(Probe)	32000000.00	2880580000.00	mpp[tiflash]		
                            │       │       └─ExchangeSender_70	32000000.00	1856580000.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.partsupp.ps_suppkey, collate: binary]
                            │       │         └─TableFullScan_69	32000000.00	1856580000.00	mpp[tiflash]	table:ps	keep order:false
                            │       └─ExchangeReceiver_78(Probe)	36426001.78	27366360279.63	mpp[tiflash]		
                            │         └─ExchangeSender_77	36426001.78	21538199995.18	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.lineitem.l_suppkey, collate: binary], [name: tpch_sf40.lineitem.l_partkey, collate: binary]
                            │           └─TableFullScan_75	36426001.78	20386141003.18	mpp[tiflash]	table:l	pushed down filter:ge(tpch_sf40.lineitem.l_shipdate, 1995-01-01), lt(tpch_sf40.lineitem.l_shipdate, 1996-01-01), keep order:false
                            └─ExchangeReceiver_84(Probe)	60000000.00	5400580000.00	mpp[tiflash]		
                              └─ExchangeSender_83	60000000.00	3480580000.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.orders.o_orderkey, collate: binary]
                                └─TableFullScan_82	60000000.00	3480580000.00	mpp[tiflash]	table:o	keep order:false
