-- Query: 10319
-- Execution time: .106515980s

id	estRows	task	access object	operator info
Projection_17	10.00	root		tpch_sf40.part.p_name, Column#35
└─TopN_20	10.00	root		Column#35:desc, offset:0, count:10
  └─HashAgg_27	3019497.24	root		group by:Column#44, funcs:sum(Column#43)->Column#35, funcs:firstrow(Column#44)->tpch_sf40.part.p_name
    └─Projection_163	3019497.24	root		mul(tpch_sf40.lineitem.l_extendedprice, minus(1, tpch_sf40.lineitem.l_discount))->Column#43, tpch_sf40.part.p_name->Column#44
      └─Projection_31	3019497.24	root		tpch_sf40.part.p_name, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount
        └─HashJoin_45	3019497.24	root		inner join, equal:[eq(tpch_sf40.lineitem.l_partkey, tpch_sf40.part.p_partkey)]
          ├─IndexHashJoin_89(Build)	3006163.14	root		inner join, inner:TableReader_84, outer key:tpch_sf40.orders.o_orderkey, inner key:tpch_sf40.lineitem.l_orderkey, equal cond:eq(tpch_sf40.orders.o_orderkey, tpch_sf40.lineitem.l_orderkey)
          │ ├─TableReader_121(Build)	746247.00	root		MppVersion: 2, data:ExchangeSender_120
          │ │ └─ExchangeSender_120	746247.00	mpp[tiflash]		ExchangeType: PassThrough
          │ │   └─TableFullScan_118	746247.00	mpp[tiflash]	table:o	pushed down filter:ge(tpch_sf40.orders.o_orderdate, 1997-01-01), lt(tpch_sf40.orders.o_orderdate, 1997-01-31), keep order:false
          │ └─TableReader_84(Probe)	746247.00	root		data:TableRangeScan_83
          │   └─TableRangeScan_83	746247.00	cop[tikv]	table:l	range: decided by [eq(tpch_sf40.lineitem.l_orderkey, tpch_sf40.orders.o_orderkey)], keep order:false
          └─TableReader_131(Probe)	8000000.00	root		MppVersion: 2, data:ExchangeSender_130
            └─ExchangeSender_130	8000000.00	mpp[tiflash]		ExchangeType: PassThrough
              └─TableFullScan_129	8000000.00	mpp[tiflash]	table:p	keep order:false
