-- Query: 15217
-- Execution time: .106185893s

id	estRows	task	access object	operator info
Sort_27	25.00	root		Column#45:desc
└─TableReader_270	25.00	root		MppVersion: 2, data:ExchangeSender_269
  └─ExchangeSender_269	25.00	mpp[tiflash]		ExchangeType: PassThrough
    └─Projection_30	25.00	mpp[tiflash]		tpch_sf40.part.p_brand, Column#45
      └─Projection_265	25.00	mpp[tiflash]		Column#45, tpch_sf40.part.p_brand
        └─HashAgg_266	25.00	mpp[tiflash]		group by:tpch_sf40.part.p_brand, funcs:sum(Column#52)->Column#45, funcs:firstrow(tpch_sf40.part.p_brand)->tpch_sf40.part.p_brand, stream_count: 2
          └─ExchangeReceiver_268	25.00	mpp[tiflash]		stream_count: 2
            └─ExchangeSender_267	25.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_brand, collate: utf8mb4_bin], stream_count: 2
              └─HashAgg_263	25.00	mpp[tiflash]		group by:Column#55, funcs:sum(Column#54)->Column#52
                └─Projection_273	194301827.77	mpp[tiflash]		mul(tpch_sf40.lineitem.l_extendedprice, minus(1, tpch_sf40.lineitem.l_discount))->Column#54, tpch_sf40.part.p_brand->Column#55
                  └─Projection_252	194301827.77	mpp[tiflash]		tpch_sf40.part.p_brand, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount
                    └─Projection_242	194301827.77	mpp[tiflash]		tpch_sf40.part.p_brand, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.lineitem.l_partkey
                      └─HashJoin_241	194301827.77	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.part.p_partkey, tpch_sf40.lineitem.l_partkey)]
                        ├─Projection_83(Build)	6447796.21	mpp[tiflash]		tpch_sf40.part.p_partkey, tpch_sf40.part.p_brand
                        │ └─HashJoin_57	6447796.21	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.partsupp.ps_partkey, tpch_sf40.part.p_partkey)], stream_count: 2
                        │   ├─ExchangeReceiver_79(Build)	6419322.74	mpp[tiflash]		stream_count: 2
                        │   │ └─ExchangeSender_78	6419322.74	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.partsupp.ps_partkey, collate: binary], stream_count: 2
                        │   │   └─Projection_77	6419322.74	mpp[tiflash]		tpch_sf40.partsupp.ps_partkey, tpch_sf40.partsupp.ps_suppkey
                        │   │     └─HashJoin_59	6419322.74	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.partsupp.ps_suppkey)], stream_count: 2
                        │   │       ├─ExchangeReceiver_73(Build)	79997.60	mpp[tiflash]		stream_count: 2
                        │   │       │ └─ExchangeSender_72	79997.60	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_suppkey, collate: binary], stream_count: 2
                        │   │       │   └─Projection_71	79997.60	mpp[tiflash]		tpch_sf40.supplier.s_suppkey
                        │   │       │     └─HashJoin_60	79997.60	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.nation.n_nationkey, tpch_sf40.supplier.s_nationkey)]
                        │   │       │       ├─ExchangeReceiver_69(Build)	5.00	mpp[tiflash]		
                        │   │       │       │ └─ExchangeSender_68	5.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                        │   │       │       │   └─Projection_67	5.00	mpp[tiflash]		tpch_sf40.nation.n_nationkey
                        │   │       │       │     └─HashJoin_61	5.00	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.region.r_regionkey, tpch_sf40.nation.n_regionkey)]
                        │   │       │       │       ├─ExchangeReceiver_65(Build)	1.00	mpp[tiflash]		
                        │   │       │       │       │ └─ExchangeSender_64	1.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                        │   │       │       │       │   └─Selection_63	1.00	mpp[tiflash]		eq(tpch_sf40.region.r_name, "ASIA")
                        │   │       │       │       │     └─TableFullScan_62	5.00	mpp[tiflash]	table:r	pushed down filter:empty, keep order:false
                        │   │       │       │       └─TableFullScan_66(Probe)	25.00	mpp[tiflash]	table:n	keep order:false
                        │   │       │       └─TableFullScan_70(Probe)	400000.00	mpp[tiflash]	table:s	keep order:false
                        │   │       └─ExchangeReceiver_76(Probe)	32000000.00	mpp[tiflash]		
                        │   │         └─ExchangeSender_75	32000000.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.partsupp.ps_suppkey, collate: binary]
                        │   │           └─TableFullScan_74	32000000.00	mpp[tiflash]	table:ps	keep order:false
                        │   └─ExchangeReceiver_82(Probe)	8000000.00	mpp[tiflash]		
                        │     └─ExchangeSender_81	8000000.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_partkey, collate: binary]
                        │       └─TableFullScan_80	8000000.00	mpp[tiflash]	table:p	keep order:false
                        └─ExchangeReceiver_87(Probe)	240012290.00	mpp[tiflash]		
                          └─ExchangeSender_86	240012290.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.lineitem.l_partkey, collate: binary]
                            └─TableFullScan_85	240012290.00	mpp[tiflash]	table:l	keep order:false
