-- Query: 13922
-- Execution time: .106143538s

id	estRows	task	access object	operator info
Sort_33	25.00	root		Column#59:desc
└─TableReader_293	25.00	root		MppVersion: 2, data:ExchangeSender_292
  └─ExchangeSender_292	25.00	mpp[tiflash]		ExchangeType: PassThrough
    └─Projection_36	25.00	mpp[tiflash]		tpch_sf40.nation.n_name, Column#59
      └─Projection_288	25.00	mpp[tiflash]		Column#59, tpch_sf40.nation.n_name
        └─HashAgg_289	25.00	mpp[tiflash]		group by:tpch_sf40.nation.n_name, funcs:sum(Column#66)->Column#59, funcs:firstrow(tpch_sf40.nation.n_name)->tpch_sf40.nation.n_name, stream_count: 2
          └─ExchangeReceiver_291	25.00	mpp[tiflash]		stream_count: 2
            └─ExchangeSender_290	25.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.nation.n_name, collate: utf8mb4_bin], stream_count: 2
              └─HashAgg_286	25.00	mpp[tiflash]		group by:Column#69, funcs:sum(Column#68)->Column#66
                └─Projection_296	4758330.19	mpp[tiflash]		mul(tpch_sf40.lineitem.l_extendedprice, minus(1, tpch_sf40.lineitem.l_discount))->Column#68, tpch_sf40.nation.n_name->Column#69
                  └─Projection_275	4758330.19	mpp[tiflash]		tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.nation.n_name
                    └─Projection_265	4758330.19	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.lineitem.l_partkey
                      └─HashJoin_264	4758330.19	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.partsupp.ps_partkey, tpch_sf40.part.p_partkey)]
                        ├─ExchangeReceiver_98(Build)	256990.00	mpp[tiflash]		
                        │ └─ExchangeSender_97	256990.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                        │   └─TableFullScan_95	256990.00	mpp[tiflash]	table:p	pushed down filter:like(tpch_sf40.part.p_type, "SMALL ANODIZED%", 92), keep order:false
