-- Query: 27731
-- Source: SQLStorm v1.0 query 8391

id	estRows	estCost	task	access object	operator info
Projection_36	317542.40	36816679513.99	root		tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.supplier.s_name, Column#62->Column#68, Column#63->Column#69, Column#64->Column#70
└─Sort_38	317542.40	36816204153.01	root		Column#63:desc, tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.supplier.s_name
  └─TableReader_339	317542.40	36516253021.88	root		MppVersion: 2, data:ExchangeSender_338
    └─ExchangeSender_338	317542.40	72918635339.13	mpp[tiflash]		ExchangeType: PassThrough
      └─Selection_41	317542.40	72918635339.13	mpp[tiflash]		gt(Column#63, 1000000)
        └─Projection_334	396928.00	72917682711.93	mpp[tiflash]		Column#62, Column#63, div(Column#64, cast(case(eq(Column#88, 0), 1, Column#88), decimal(20,0) BINARY))->Column#64, tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.supplier.s_name
          └─HashAgg_335	396928.00	72917182582.65	mpp[tiflash]		group by:tpch_sf40.nation.n_name, tpch_sf40.region.r_name, tpch_sf40.supplier.s_name, funcs:count(distinct tpch_sf40.customer.c_custkey)->Column#62, funcs:sum(Column#89)->Column#63, funcs:sum(Column#90)->Column#88, funcs:sum(Column#91)->Column#64, funcs:firstrow(tpch_sf40.region.r_name)->tpch_sf40.region.r_name, funcs:firstrow(tpch_sf40.nation.n_name)->tpch_sf40.nation.n_name, funcs:firstrow(tpch_sf40.supplier.s_name)->tpch_sf40.supplier.s_name, stream_count: 2
            └─ExchangeReceiver_337	396928.00	72908326650.04	mpp[tiflash]		stream_count: 2
              └─ExchangeSender_336	396928.00	72840451962.04	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.region.r_name, collate: utf8mb4_bin], [name: tpch_sf40.nation.n_name, collate: utf8mb4_bin], [name: tpch_sf40.supplier.s_name, collate: utf8mb4_bin], stream_count: 2
                └─HashAgg_332	396928.00	72840451962.04	mpp[tiflash]		group by:Column#100, Column#101, Column#98, Column#99, funcs:sum(Column#95)->Column#89, funcs:count(Column#96)->Column#90, funcs:sum(Column#97)->Column#91
                  └─Projection_342	45170003.03	73595184335.78	mpp[tiflash]		mul(tpch_sf40.lineitem.l_extendedprice, minus(1, tpch_sf40.lineitem.l_discount))->Column#95, tpch_sf40.supplier.s_acctbal->Column#96, tpch_sf40.supplier.s_acctbal->Column#97, tpch_sf40.region.r_name->Column#98, tpch_sf40.nation.n_name->Column#99, tpch_sf40.supplier.s_name->Column#100, tpch_sf40.customer.c_custkey->Column#101
                    └─Projection_321	45170003.03	72400573265.58	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_acctbal, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.customer.c_custkey, tpch_sf40.lineitem.l_orderkey
                      └─HashJoin_320	45170003.03	72396236945.29	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.orders.o_custkey, tpch_sf40.customer.c_custkey)]
                        ├─ExchangeReceiver_102(Build)	1190633.60	468329036.21	mpp[tiflash]		
                        │ └─ExchangeSender_101	1190633.60	358743120.09	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                        │   └─TableFullScan_99	1190633.60	344343120.09	mpp[tiflash]	table:c	pushed down filter:eq(tpch_sf40.customer.c_mktsegment, "BUILDING"), keep order:false
                        └─Projection_98(Probe)	149196870.36	71686679092.11	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_acctbal, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.orders.o_custkey, tpch_sf40.lineitem.l_orderkey
                          └─HashJoin_61	149196870.36	71672356192.56	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.lineitem.l_orderkey, tpch_sf40.orders.o_orderkey)], stream_count: 2
                            ├─ExchangeReceiver_97(Build)	60000000.00	5400580000.00	mpp[tiflash]		stream_count: 2
                            │ └─ExchangeSender_96	60000000.00	3480580000.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.orders.o_orderkey, collate: binary], stream_count: 2
                            │   └─TableFullScan_95	60000000.00	3480580000.00	mpp[tiflash]	table:o	keep order:false
                            └─ExchangeReceiver_94(Probe)	148153526.70	65906730549.84	mpp[tiflash]		
                              └─ExchangeSender_93	148153526.70	34646336416.53	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.lineitem.l_orderkey, collate: binary]
                                └─Projection_92	148153526.70	34646336416.53	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_acctbal, tpch_sf40.lineitem.l_orderkey, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.lineitem.l_partkey
                                  └─HashJoin_62	148153526.70	34632113677.96	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.part.p_partkey, tpch_sf40.lineitem.l_partkey)], stream_count: 2
                                    ├─ExchangeReceiver_87(Build)	32238981.05	8065984084.48	mpp[tiflash]		stream_count: 2
                                    │ └─ExchangeSender_86	32238981.05	3842677567.46	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_partkey, collate: binary], stream_count: 2
                                    │   └─Projection_85	32238981.05	3842677567.46	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_acctbal, tpch_sf40.part.p_partkey, tpch_sf40.partsupp.ps_suppkey
                                    │     └─HashJoin_63	32238981.05	3840356360.82	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.partsupp.ps_partkey, tpch_sf40.part.p_partkey)]
                                    │       ├─ExchangeReceiver_84(Build)	8000000.00	755664000.00	mpp[tiflash]		
                                    │       │ └─ExchangeSender_83	8000000.00	371664000.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                                    │       │   └─TableFullScan_82	8000000.00	371664000.00	mpp[tiflash]	table:p	keep order:false
                                    │       └─Projection_81(Probe)	32096613.71	3018404445.56	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_acctbal, tpch_sf40.partsupp.ps_partkey, tpch_sf40.partsupp.ps_suppkey
                                    │         └─HashJoin_64	32096613.71	3016093489.37	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.partsupp.ps_suppkey)], stream_count: 2
                                    │           ├─ExchangeReceiver_77(Build)	399988.00	82853533.17	mpp[tiflash]		stream_count: 2
                                    │           │ └─ExchangeSender_76	399988.00	33655009.17	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_suppkey, collate: binary], stream_count: 2
                                    │           │   └─Projection_75	399988.00	33655009.17	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_acctbal
                                    │           │     └─HashJoin_65	399988.00	33631009.89	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.nation.n_nationkey, tpch_sf40.supplier.s_nationkey)]
                                    │           │       ├─ExchangeReceiver_73(Build)	25.00	1206623.49	mpp[tiflash]		
                                    │           │       │ └─ExchangeSender_72	25.00	1202273.49	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                                    │           │       │   └─Projection_71	25.00	1202273.49	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_nationkey, tpch_sf40.nation.n_name
                                    │           │       │     └─HashJoin_66	25.00	1202272.59	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.region.r_regionkey, tpch_sf40.nation.n_regionkey)]
                                    │           │       │       ├─ExchangeReceiver_69(Build)	5.00	563313.81	mpp[tiflash]		
                                    │           │       │       │ └─ExchangeSender_68	5.00	562881.21	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                                    │           │       │       │   └─TableFullScan_67	5.00	562881.21	mpp[tiflash]	table:r	keep order:false
                                    │           │       │       └─TableFullScan_70(Probe)	25.00	638908.37	mpp[tiflash]	table:n	keep order:false
                                    │           │       └─TableFullScan_74(Probe)	400000.00	31784322.24	mpp[tiflash]	table:s	keep order:false
                                    │           └─ExchangeReceiver_80(Probe)	32000000.00	2880580000.00	mpp[tiflash]		
