-- Query: 12150
-- Execution time: .106257767s

id	estRows	task	access object	operator info
Projection_25	10.00	root		tpch_sf40.nation.n_name, tpch_sf40.region.r_name, Column#36
└─TopN_29	10.00	root		Column#36:desc, offset:0, count:10
  └─TableReader_237	10.00	root		MppVersion: 2, data:ExchangeSender_236
    └─ExchangeSender_236	10.00	mpp[tiflash]		ExchangeType: PassThrough
      └─TopN_235	10.00	mpp[tiflash]		Column#36:desc, offset:0, count:10
        └─Projection_231	25.00	mpp[tiflash]		Column#36, tpch_sf40.nation.n_name, tpch_sf40.region.r_name
          └─HashAgg_232	25.00	mpp[tiflash]		group by:tpch_sf40.nation.n_name, tpch_sf40.region.r_name, funcs:sum(Column#45)->Column#36, funcs:firstrow(tpch_sf40.nation.n_name)->tpch_sf40.nation.n_name, funcs:firstrow(tpch_sf40.region.r_name)->tpch_sf40.region.r_name, stream_count: 2
            └─ExchangeReceiver_234	25.00	mpp[tiflash]		stream_count: 2
              └─ExchangeSender_233	25.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.nation.n_name, collate: utf8mb4_bin], [name: tpch_sf40.region.r_name, collate: utf8mb4_bin], stream_count: 2
                └─HashAgg_229	25.00	mpp[tiflash]		group by:Column#49, Column#50, funcs:sum(Column#48)->Column#45
                  └─Projection_238	147481842.98	mpp[tiflash]		mul(tpch_sf40.partsupp.ps_supplycost, tpch_sf40.lineitem.l_quantity)->Column#48, tpch_sf40.nation.n_name->Column#49, tpch_sf40.region.r_name->Column#50
                    └─Projection_218	147481842.98	mpp[tiflash]		tpch_sf40.lineitem.l_quantity, tpch_sf40.partsupp.ps_supplycost, tpch_sf40.nation.n_name, tpch_sf40.region.r_name
                      └─Projection_208	147481842.98	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.partsupp.ps_supplycost, tpch_sf40.lineitem.l_quantity, tpch_sf40.lineitem.l_partkey
                        └─HashJoin_207	147481842.98	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.partsupp.ps_partkey, tpch_sf40.lineitem.l_partkey)], stream_count: 2
                          ├─ExchangeReceiver_81(Build)	32096613.71	mpp[tiflash]		stream_count: 2
                          │ └─ExchangeSender_80	32096613.71	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.partsupp.ps_partkey, collate: binary], stream_count: 2
                          │   └─Projection_79	32096613.71	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.partsupp.ps_partkey, tpch_sf40.partsupp.ps_supplycost, tpch_sf40.partsupp.ps_suppkey
                          │     └─HashJoin_62	32096613.71	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.partsupp.ps_suppkey)], stream_count: 2
                          │       ├─ExchangeReceiver_75(Build)	399988.00	mpp[tiflash]		stream_count: 2
                          │       │ └─ExchangeSender_74	399988.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_suppkey, collate: binary], stream_count: 2
                          │       │   └─Projection_73	399988.00	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.supplier.s_suppkey
                          │       │     └─HashJoin_63	399988.00	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.nation.n_nationkey, tpch_sf40.supplier.s_nationkey)]
                          │       │       ├─ExchangeReceiver_71(Build)	25.00	mpp[tiflash]		
                          │       │       │ └─ExchangeSender_70	25.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                          │       │       │   └─Projection_69	25.00	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_nationkey, tpch_sf40.nation.n_name
                          │       │       │     └─HashJoin_64	25.00	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.region.r_regionkey, tpch_sf40.nation.n_regionkey)]
                          │       │       │       ├─ExchangeReceiver_67(Build)	5.00	mpp[tiflash]		
                          │       │       │       │ └─ExchangeSender_66	5.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                          │       │       │       │   └─TableFullScan_65	5.00	mpp[tiflash]	table:r	keep order:false
                          │       │       │       └─TableFullScan_68(Probe)	25.00	mpp[tiflash]	table:n	keep order:false
                          │       │       └─TableFullScan_72(Probe)	400000.00	mpp[tiflash]	table:s	keep order:false
                          │       └─ExchangeReceiver_78(Probe)	32000000.00	mpp[tiflash]		
                          │         └─ExchangeSender_77	32000000.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.partsupp.ps_suppkey, collate: binary]
                          │           └─TableFullScan_76	32000000.00	mpp[tiflash]	table:ps	keep order:false
                          └─ExchangeReceiver_85(Probe)	36597147.48	mpp[tiflash]		
                            └─ExchangeSender_84	36597147.48	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.lineitem.l_partkey, collate: binary]
                              └─TableFullScan_82	36597147.48	mpp[tiflash]	table:l	pushed down filter:ge(tpch_sf40.lineitem.l_shipdate, 1997-01-01 00:00:00.000000), le(tpch_sf40.lineitem.l_shipdate, 1997-12-31 00:00:00.000000), keep order:false
