-- Query: 28196
-- Source: SQLStorm v1.0 query 9547

id	estRows	estCost	task	access object	operator info
Sort_68	320966.14	15208338604.93	root		Column#113:desc
└─Projection_72	320966.14	14907072928.87	root		tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_name, Column#113, tpch_sf40.nation.n_name, tpch_sf40.region.r_name
  └─HashJoin_75	320966.14	14906672523.61	root		inner join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_suppkey)]
    ├─TableReader_368(Build)	320000.00	14844063227.94	root		MppVersion: 2, data:ExchangeSender_367
    │ └─ExchangeSender_367	320000.00	29631102455.89	mpp[tiflash]		ExchangeType: PassThrough
    │   └─Selection_215	320000.00	29631102455.89	mpp[tiflash]		le(Column#115, 10)
    │     └─Window_128	400000.00	29630142455.89	mpp[tiflash]		rank()->Column#115 over(order by Column#113 desc)
    │       └─Sort_127	400000.00	29630142455.89	mpp[tiflash]		Column#113:desc
    │         └─ExchangeReceiver_126	400000.00	29610817201.03	mpp[tiflash]		
    │           └─ExchangeSender_125	400000.00	29581617201.03	mpp[tiflash]		ExchangeType: PassThrough, Compression: FAST
    │             └─Projection_124	400000.00	29581617201.03	mpp[tiflash]		tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_name, Column#113
    │               └─HashJoin_93	400000.00	29581602801.03	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_suppkey)]
    │                 ├─ExchangeReceiver_123(Build)	398784.00	29554912471.76	mpp[tiflash]		
    │                 │ └─ExchangeSender_122	398784.00	29497487575.76	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
    │                 │   └─Projection_118	398784.00	29497487575.76	mpp[tiflash]		Column#113, tpch_sf40.supplier.s_suppkey
    │                 │     └─HashAgg_119	398784.00	29497478004.95	mpp[tiflash]		group by:tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_suppkey, funcs:sum(Column#130)->Column#113, funcs:firstrow(tpch_sf40.supplier.s_suppkey)->tpch_sf40.supplier.s_suppkey, stream_count: 2
