-- Query: 27432
-- Source: SQLStorm v1.0 query 7685

id	estRows	estCost	task	access object	operator info
Sort_81	8355853912026262528.00	407271258407947481382912.00	root		Column#102:desc, Column#119:desc
└─Projection_83	8355853912026262528.00	35441392592181170176.00	root		tpch_sf40.customer.c_name, tpch_sf40.nation.n_name, tpch_sf40.region.r_name, Column#102, tpch_sf40.supplier.s_name, Column#119, Column#154, Column#155
  └─Projection_85	8355853912026262528.00	18763108183776751616.00	root		Column#102, tpch_sf40.customer.c_name, tpch_sf40.nation.n_name, tpch_sf40.region.r_name, tpch_sf40.supplier.s_name, Column#119, Column#119, Column#154, Column#155
    └─HashJoin_87	8355853912026262528.00	38224321776463.05	root		CARTESIAN inner join
      ├─Selection_359(Build)	5456608.94	9759346608.94	root		gt(Column#155, 10)
      │ └─HashAgg_361	6820761.17	9418990626.61	root		group by:Column#185, funcs:sum(Column#183)->Column#154, funcs:count(distinct Column#184)->Column#155
      │   └─Projection_468	27670086.04	6981691239.70	root		mul(tpch_sf40.lineitem.l_extendedprice, minus(1, tpch_sf40.lineitem.l_discount))->Column#183, tpch_sf40.orders.o_custkey->Column#184, tpch_sf40.orders.o_orderkey->Column#185
      │     └─IndexHashJoin_376	27670086.04	6277515219.95	root		inner join, inner:TableReader_371, outer key:tpch_sf40.orders.o_orderkey, inner key:tpch_sf40.lineitem.l_orderkey, equal cond:eq(tpch_sf40.orders.o_orderkey, tpch_sf40.lineitem.l_orderkey)
      │       ├─TableReader_415(Build)	6868795.11	2450563259.94	root		MppVersion: 2, data:ExchangeSender_414
      │       │ └─ExchangeSender_414	6868795.11	4175781756.15	mpp[tiflash]		ExchangeType: PassThrough
      │       │   └─TableFullScan_412	6868795.11	3887781756.15	mpp[tiflash]	table:o	pushed down filter:ge(tpch_sf40.orders.o_orderdate, 1997-01-01 00:00:00.000000), lt(tpch_sf40.orders.o_orderdate, 1997-10-01 00:00:00.000000), keep order:false
      │       └─TableReader_371(Probe)	6868795.11	340.80	root		data:TableRangeScan_370
