-- Query: 20203
-- Execution time: .106865048s

id	estRows	task	access object	operator info
Sort_67	7296818.39	root		tpch_sf40.orders.o_orderkey
└─Projection_69	7296818.39	root		tpch_sf40.orders.o_orderkey, Column#81, coalesce(Column#103, 0)->Column#139, Column#121, case(eq(tpch_sf40.orders.o_orderstatus, O), Open, Closed)->Column#140, case(or(and(gt(Column#81, 10000), gt(Column#103, 1)), isnull(Column#121)), High Value, Regular Value)->Column#141
  └─Selection_71	7296818.39	root		or(not(isnull(Column#81)), Column#138)
    └─IndexJoin_82	9121022.99	root		left outer semi join, inner:TableReader_78, outer key:tpch_sf40.orders.o_orderkey, inner key:tpch_sf40.lineitem.l_orderkey, equal cond:eq(tpch_sf40.orders.o_orderkey, tpch_sf40.lineitem.l_orderkey)
      ├─Projection_178(Build)	9121022.99	root		tpch_sf40.orders.o_orderkey, tpch_sf40.orders.o_orderstatus, Column#81, Column#81, Column#103, Column#121
      │ └─TableReader_185	9121022.99	root		MppVersion: 2, data:ExchangeSender_184
      │   └─ExchangeSender_184	9121022.99	mpp[tiflash]		ExchangeType: PassThrough
      │     └─Projection_183	9121022.99	mpp[tiflash]		tpch_sf40.orders.o_orderkey, tpch_sf40.orders.o_orderstatus, Column#121, Column#81, Column#103, tpch_sf40.lineitem.l_orderkey
      │       └─HashJoin_180	9121022.99	mpp[tiflash]		left outer join, equal:[eq(tpch_sf40.lineitem.l_orderkey, tpch_sf40.part.p_partkey)]
      │         ├─Projection_158(Build)	7964672.00	mpp[tiflash]		Column#103, tpch_sf40.part.p_partkey
      │         │ └─HashAgg_159	7964672.00	mpp[tiflash]		group by:tpch_sf40.part.p_partkey, funcs:count(distinct tpch_sf40.partsupp.ps_suppkey)->Column#103, funcs:firstrow(tpch_sf40.part.p_partkey)->tpch_sf40.part.p_partkey, stream_count: 2
      │         │   └─ExchangeReceiver_161	7964672.00	mpp[tiflash]		stream_count: 2
      │         │     └─ExchangeSender_160	7964672.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_partkey, collate: binary], stream_count: 2
      │         │       └─HashAgg_144	7964672.00	mpp[tiflash]		group by:tpch_sf40.part.p_partkey, tpch_sf40.partsupp.ps_suppkey, 
      │         │         └─Projection_157	32141938.80	mpp[tiflash]		tpch_sf40.part.p_partkey, tpch_sf40.partsupp.ps_suppkey
      │         │           └─HashJoin_156	32141938.80	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.part.p_partkey, tpch_sf40.partsupp.ps_partkey)]
      │         │             ├─ExchangeReceiver_150(Build)	8000000.00	mpp[tiflash]		
      │         │             │ └─ExchangeSender_149	8000000.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
      │         │             │   └─TableFullScan_148	8000000.00	mpp[tiflash]	table:p	keep order:false
      │         │             └─TableFullScan_151(Probe)	32000000.00	mpp[tiflash]	table:ps	keep order:false
      │         └─ExchangeReceiver_142(Probe)	9121022.99	mpp[tiflash]		
      │           └─ExchangeSender_141	9121022.99	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.lineitem.l_orderkey, collate: binary]
      │             └─Projection_140	9121022.99	mpp[tiflash]		tpch_sf40.orders.o_orderkey, tpch_sf40.orders.o_orderstatus, Column#121, Column#81, tpch_sf40.lineitem.l_orderkey
      │               └─HashJoin_91	9121022.99	mpp[tiflash]		left outer join, equal:[eq(tpch_sf40.orders.o_orderkey, tpch_sf40.lineitem.l_orderkey)], stream_count: 2
      │                 ├─ExchangeReceiver_124(Build)	9121022.99	mpp[tiflash]		stream_count: 2
      │                 │ └─ExchangeSender_123	9121022.99	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.orders.o_orderkey, collate: binary], stream_count: 2
      │                 │   └─Projection_122	9121022.99	mpp[tiflash]		tpch_sf40.orders.o_orderkey, tpch_sf40.orders.o_orderstatus, Column#121
      │                 │     └─HashJoin_92	9121022.99	mpp[tiflash]		left outer join, equal:[eq(tpch_sf40.orders.o_custkey, tpch_sf40.nation.n_nationkey)]
      │                 │       ├─ExchangeReceiver_121(Build)	25.00	mpp[tiflash]		
      │                 │       │ └─ExchangeSender_120	25.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
      │                 │       │   └─Projection_116	25.00	mpp[tiflash]		Column#121, tpch_sf40.nation.n_nationkey
      │                 │       │     └─HashAgg_117	25.00	mpp[tiflash]		group by:tpch_sf40.nation.n_nationkey, tpch_sf40.region.r_regionkey, funcs:count(distinct tpch_sf40.supplier.s_suppkey)->Column#121, funcs:firstrow(tpch_sf40.nation.n_nationkey)->tpch_sf40.nation.n_nationkey, stream_count: 2
      │                 │       │       └─ExchangeReceiver_119	25.00	mpp[tiflash]		stream_count: 2
      │                 │       │         └─ExchangeSender_118	25.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.nation.n_nationkey, collate: binary], [name: tpch_sf40.region.r_regionkey, collate: binary], stream_count: 2
      │                 │       │           └─HashAgg_96	25.00	mpp[tiflash]		group by:tpch_sf40.nation.n_nationkey, tpch_sf40.region.r_regionkey, tpch_sf40.supplier.s_suppkey, 
      │                 │       │             └─Projection_115	399988.00	mpp[tiflash]		tpch_sf40.nation.n_nationkey, tpch_sf40.region.r_regionkey, tpch_sf40.supplier.s_suppkey
      │                 │       │               └─Projection_109	399988.00	mpp[tiflash]		tpch_sf40.region.r_regionkey, tpch_sf40.nation.n_nationkey, tpch_sf40.supplier.s_suppkey
      │                 │       │                 └─HashJoin_99	399988.00	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.nation.n_nationkey, tpch_sf40.supplier.s_nationkey)]
      │                 │       │                   ├─ExchangeReceiver_107(Build)	25.00	mpp[tiflash]		
      │                 │       │                   │ └─ExchangeSender_106	25.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
      │                 │       │                   │   └─Projection_105	25.00	mpp[tiflash]		tpch_sf40.region.r_regionkey, tpch_sf40.nation.n_nationkey
      │                 │       │                   │     └─HashJoin_100	25.00	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.region.r_regionkey, tpch_sf40.nation.n_regionkey)]
      │                 │       │                   │       ├─ExchangeReceiver_103(Build)	5.00	mpp[tiflash]		
      │                 │       │                   │       │ └─ExchangeSender_102	5.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
      │                 │       │                   │       │   └─TableFullScan_101	5.00	mpp[tiflash]	table:r	keep order:false
      │                 │       │                   │       └─TableFullScan_104(Probe)	25.00	mpp[tiflash]	table:n	keep order:false
      │                 │       │                   └─TableFullScan_108(Probe)	400000.00	mpp[tiflash]	table:s	keep order:false
      │                 │       └─TableFullScan_93(Probe)	9121022.99	mpp[tiflash]	table:o	pushed down filter:or(and(ge(tpch_sf40.orders.o_orderdate, 1996-01-01 00:00:00.000000), le(tpch_sf40.orders.o_orderdate, 1996-12-31 00:00:00.000000)), eq(tpch_sf40.orders.o_orderpriority, "High")), keep order:false
      │                 └─Window_125(Probe)	59580416.25	mpp[tiflash]		row_number()->Column#83 over(partition by tpch_sf40.lineitem.l_orderkey order by Column#81 desc rows between current row and current row)
      │                   └─Sort_139	59580416.25	mpp[tiflash]		tpch_sf40.lineitem.l_orderkey, Column#81:desc
      │                     └─Projection_135	59580416.25	mpp[tiflash]		Column#81, tpch_sf40.lineitem.l_orderkey
      │                       └─HashAgg_136	59580416.25	mpp[tiflash]		group by:tpch_sf40.lineitem.l_orderkey, funcs:sum(Column#146)->Column#81, funcs:firstrow(tpch_sf40.lineitem.l_orderkey)->tpch_sf40.lineitem.l_orderkey, stream_count: 2
      │                         └─ExchangeReceiver_138	59580416.25	mpp[tiflash]		stream_count: 2
      │                           └─ExchangeSender_137	59580416.25	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.lineitem.l_orderkey, collate: binary], stream_count: 2
      │                             └─HashAgg_128	59580416.25	mpp[tiflash]		group by:Column#167, funcs:sum(Column#166)->Column#146
      │                               └─Projection_479	240012290.00	mpp[tiflash]		mul(tpch_sf40.lineitem.l_extendedprice, minus(1, tpch_sf40.lineitem.l_discount))->Column#166, tpch_sf40.lineitem.l_orderkey->Column#167
      │                                 └─TableFullScan_134	240012290.00	mpp[tiflash]	table:l	keep order:false
      └─TableReader_78(Probe)	2239685.35	root		data:Selection_77
        └─Selection_77	2239685.35	cop[tikv]		eq(tpch_sf40.lineitem.l_returnflag, "R")
          └─TableRangeScan_76	9121022.99	cop[tikv]	table:l	range: decided by [eq(tpch_sf40.lineitem.l_orderkey, tpch_sf40.orders.o_orderkey)], keep order:false
