-- Query: 8287
-- Execution time: .105758139s

id	estRows	task	access object	operator info
Projection_53	20.00	root		tpch_sf40.part.p_partkey, tpch_sf40.part.p_name, tpch_sf40.part.p_mfgr, Column#74, Column#75, case(isnull(Column#74), No Supply, ge(Column#75, 5), Highly Supplied, Moderately Supplied)->Column#76
└─TopN_57	20.00	root		Column#74:desc, tpch_sf40.part.p_name, offset:0, count:20
  └─TableReader_241	20.00	root		MppVersion: 2, data:ExchangeSender_240
    └─ExchangeSender_240	20.00	mpp[tiflash]		ExchangeType: PassThrough
      └─TopN_239	20.00	mpp[tiflash]		Column#74:desc, tpch_sf40.part.p_name, offset:0, count:20
        └─Projection_238	2666666.67	mpp[tiflash]		tpch_sf40.part.p_partkey, tpch_sf40.part.p_name, tpch_sf40.part.p_mfgr, Column#74, Column#75
          └─HashJoin_237	2666666.67	mpp[tiflash]		left outer join, equal:[eq(tpch_sf40.part.p_partkey, tpch_sf40.partsupp.ps_partkey)], stream_count: 2
            ├─ExchangeReceiver_69(Build)	2666666.67	mpp[tiflash]		stream_count: 2
            │ └─ExchangeSender_68	2666666.67	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_partkey, collate: binary], stream_count: 2
            │   └─TableFullScan_66	2666666.67	mpp[tiflash]	table:p	pushed down filter:gt(tpch_sf40.part.p_retailprice, 1000), keep order:false, stats:partial[p_retailprice:unInitialized, ID 46:unInitialized]
            └─Projection_101(Probe)	7964672.00	mpp[tiflash]		Column#74, Column#75, tpch_sf40.partsupp.ps_partkey
              └─HashAgg_102	7964672.00	mpp[tiflash]		group by:tpch_sf40.partsupp.ps_partkey, funcs:sum(Column#78)->Column#74, funcs:count(distinct tpch_sf40.partsupp.ps_suppkey)->Column#75, funcs:firstrow(tpch_sf40.partsupp.ps_partkey)->tpch_sf40.partsupp.ps_partkey, stream_count: 2
                └─ExchangeReceiver_104	7964672.00	mpp[tiflash]		stream_count: 2
                  └─ExchangeSender_103	7964672.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.partsupp.ps_partkey, collate: binary], stream_count: 2
                    └─HashAgg_71	7964672.00	mpp[tiflash]		group by:tpch_sf40.partsupp.ps_partkey, tpch_sf40.partsupp.ps_suppkey, funcs:sum(tpch_sf40.partsupp.ps_supplycost)->Column#78
                      └─Projection_96	25677290.96	mpp[tiflash]		tpch_sf40.partsupp.ps_partkey, tpch_sf40.partsupp.ps_suppkey, tpch_sf40.partsupp.ps_supplycost
                        └─HashJoin_76	25677290.96	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.partsupp.ps_suppkey)], stream_count: 2
                          ├─ExchangeReceiver_92(Build)	319990.40	mpp[tiflash]		stream_count: 2
                          │ └─ExchangeSender_91	319990.40	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_suppkey, collate: binary], stream_count: 2
                          │   └─Selection_78	319990.40	mpp[tiflash]		le(Column#73, 5), stream_count: 2
                          │     └─Window_79	399988.00	mpp[tiflash]		row_number()->Column#73 over(partition by tpch_sf40.nation.n_name order by tpch_sf40.supplier.s_acctbal desc rows between current row and current row), stream_count: 2
                          │       └─Sort_90	399988.00	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.supplier.s_acctbal:desc, stream_count: 2
                          │         └─ExchangeReceiver_89	399988.00	mpp[tiflash]		stream_count: 2
                          │           └─ExchangeSender_88	399988.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.nation.n_name, collate: utf8mb4_bin], stream_count: 2
                          │             └─Projection_81	399988.00	mpp[tiflash]		tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_acctbal, tpch_sf40.nation.n_name
                          │               └─Projection_87	399988.00	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_acctbal
                          │                 └─HashJoin_82	399988.00	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.nation.n_nationkey, tpch_sf40.supplier.s_nationkey)]
                          │                   ├─ExchangeReceiver_85(Build)	25.00	mpp[tiflash]		
                          │                   │ └─ExchangeSender_84	25.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                          │                   │   └─TableFullScan_83	25.00	mpp[tiflash]	table:n	keep order:false
                          │                   └─TableFullScan_86(Probe)	400000.00	mpp[tiflash]	table:s	keep order:false
                          └─ExchangeReceiver_95(Probe)	32000000.00	mpp[tiflash]		
                            └─ExchangeSender_94	32000000.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.partsupp.ps_suppkey, collate: binary]
                              └─TableFullScan_93	32000000.00	mpp[tiflash]	table:ps	keep order:false
