-- Query: 27905
-- Source: SQLStorm v1.0 query 8787

id	estRows	estCost	task	access object	operator info
Sort_62	140086031360000.03	5344940018909219840.00	root		tpch_sf40.orders.o_totalprice:desc
└─Projection_64	140086031360000.03	1363116219702316.75	root		tpch_sf40.orders.o_orderkey, tpch_sf40.orders.o_orderstatus, tpch_sf40.orders.o_totalprice, tpch_sf40.customer.c_name, Column#80, tpch_sf40.supplier.s_name, Column#96
  └─Projection_65	140086031360000.03	1118455965932076.75	root		tpch_sf40.orders.o_orderkey, tpch_sf40.orders.o_orderstatus, tpch_sf40.orders.o_totalprice, Column#80, tpch_sf40.customer.c_name, tpch_sf40.supplier.s_name, Column#96
    └─HashJoin_66	140086031360000.03	873795712161836.62	root		CARTESIAN inner join
      ├─Selection_185(Build)	4.00	1332749545.81	root		gt(Column#96, 10000)
      │ └─TopN_189	5.00	1332749296.31	root		Column#96:desc, offset:0, count:5
      │   └─TableReader_277	5.00	1332748651.99	root		MppVersion: 2, data:ExchangeSender_276
      │     └─ExchangeSender_276	5.00	2665496588.98	mpp[tiflash]		ExchangeType: PassThrough
      │       └─TopN_275	5.00	2665496588.98	mpp[tiflash]		Column#96:desc, offset:0, count:5
      │         └─Projection_271	398784.00	2663274298.07	mpp[tiflash]		Column#96, tpch_sf40.supplier.s_name
      │           └─HashAgg_272	398784.00	2663264727.26	mpp[tiflash]		group by:tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_suppkey, funcs:sum(Column#112)->Column#96, funcs:firstrow(tpch_sf40.supplier.s_name)->tpch_sf40.supplier.s_name, stream_count: 2
      │             └─ExchangeReceiver_274	398784.00	2658778734.04	mpp[tiflash]		stream_count: 2
      │               └─ExchangeSender_273	398784.00	2629667502.04	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_suppkey, collate: binary], [name: tpch_sf40.supplier.s_name, collate: utf8mb4_bin], stream_count: 2
