-- Query: 11744
-- Execution time: .105366824s

id	estRows	task	access object	operator info
Projection_55	100.00	root		tpch_sf40.part.p_partkey, tpch_sf40.part.p_name, tpch_sf40.supplier.s_name, tpch_sf40.partsupp.ps_supplycost, tpch_sf40.partsupp.ps_availqty
└─TopN_59	100.00	root		tpch_sf40.partsupp.ps_supplycost:desc, offset:0, count:100
  └─TableReader_173	100.00	root		MppVersion: 2, data:ExchangeSender_172
    └─ExchangeSender_172	100.00	mpp[tiflash]		ExchangeType: PassThrough
      └─TopN_171	100.00	mpp[tiflash]		tpch_sf40.partsupp.ps_supplycost:desc, offset:0, count:100
        └─Projection_170	16136794.55	mpp[tiflash]		tpch_sf40.part.p_partkey, tpch_sf40.part.p_name, tpch_sf40.partsupp.ps_availqty, tpch_sf40.partsupp.ps_supplycost, tpch_sf40.supplier.s_name
          └─Projection_167	16136794.55	mpp[tiflash]		tpch_sf40.supplier.s_name, tpch_sf40.partsupp.ps_availqty, tpch_sf40.partsupp.ps_supplycost, tpch_sf40.part.p_partkey, tpch_sf40.part.p_name, tpch_sf40.partsupp.ps_partkey
            └─HashJoin_166	16136794.55	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.partsupp.ps_partkey, tpch_sf40.part.p_partkey)], stream_count: 2
              ├─ExchangeReceiver_91(Build)	8000000.00	mpp[tiflash]		stream_count: 2
              │ └─ExchangeSender_90	8000000.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_partkey, collate: binary], stream_count: 2
              │   └─TableFullScan_89	8000000.00	mpp[tiflash]	table:p	keep order:false
              └─ExchangeReceiver_88(Probe)	16065534.47	mpp[tiflash]		
                └─ExchangeSender_87	16065534.47	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.partsupp.ps_partkey, collate: binary]
                  └─Projection_86	16065534.47	mpp[tiflash]		tpch_sf40.supplier.s_name, tpch_sf40.partsupp.ps_partkey, tpch_sf40.partsupp.ps_availqty, tpch_sf40.partsupp.ps_supplycost
                    └─HashJoin_80	16065534.47	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.partsupp.ps_suppkey)]
                      ├─ExchangeReceiver_83(Build)	400000.00	mpp[tiflash]		
                      │ └─ExchangeSender_82	400000.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                      │   └─TableFullScan_81	400000.00	mpp[tiflash]	table:s	keep order:false
                      └─TableFullScan_84(Probe)	16016695.24	mpp[tiflash]	table:ps	pushed down filter:gt(tpch_sf40.partsupp.ps_supplycost, 500.485994), keep order:false
