-- Query: 25822
-- Source: SQLStorm v1.0 query 2621

id	estRows	estCost	task	access object	operator info
Projection_71	10.00	18221321200.58	root		tpch_sf40.customer.c_name, Column#147, Column#148, tpch_sf40.supplier.s_name, Column#168
└─TopN_74	10.00	18221321188.10	root		Column#147:desc, tpch_sf40.customer.c_name, offset:0, count:10
  └─HashJoin_80	3190272.00	17692487968.16	root		CARTESIAN left outer join, left cond:[gt(Column#147, 0)]
    ├─Projection_81(Build)	10.00	16304280130.27	root		tpch_sf40.customer.c_name, coalesce(Column#145, 0)->Column#147, case(eq(tpch_sf40.customer.c_acctbal, 0), No Balance, lt(tpch_sf40.customer.c_acctbal, 1000), Low Balance, Sufficient Balance)->Column#148
    │ └─Projection_330	10.00	16304279636.26	root		tpch_sf40.customer.c_name, tpch_sf40.customer.c_acctbal, Column#145
    │   └─TopN_84	10.00	16304279628.77	root		Column#193:desc, tpch_sf40.customer.c_name, offset:0, count:10
    │     └─Projection_331	6000000.00	15164485147.16	root		tpch_sf40.customer.c_name, tpch_sf40.customer.c_acctbal, Column#145, coalesce(Column#145, 0)->Column#193
    │       └─HashJoin_90	6000000.00	15010294147.16	root		left outer join, equal:[eq(tpch_sf40.customer.c_custkey, tpch_sf40.orders.o_custkey)]
    │         ├─TableReader_155(Build)	6000000.00	796993406.40	root		MppVersion: 2, data:ExchangeSender_154
    │         │ └─ExchangeSender_154	6000000.00	448886812.79	mpp[tiflash]		ExchangeType: PassThrough
    │         │   └─TableFullScan_153	6000000.00	448886812.79	mpp[tiflash]	table:c	keep order:false
    │         └─HashAgg_158(Probe)	9124144.00	13055104458.41	root		group by:Column#191, Column#192, funcs:sum(Column#190)->Column#145, funcs:firstrow(Column#191)->tpch_sf40.orders.o_custkey
    │           └─Projection_329	37014321.89	8634335567.81	root		mul(tpch_sf40.lineitem.l_extendedprice, minus(1, tpch_sf40.lineitem.l_discount))->Column#190, tpch_sf40.orders.o_custkey->Column#191, tpch_sf40.orders.o_orderkey->Column#192
