-- Query: 2558
-- Execution time: .106167827s

id	estRows	task	access object	operator info
Sort_173	12.80	root		tpch_sf40.nation.n_name, Column#88:desc
└─Projection_175	12.80	root		tpch_sf40.nation.n_name, Column#63, Column#64, Column#65, tpch_sf40.customer.c_name, Column#87, Column#88, tpch_sf40.supplier.s_name, Column#107, coalesce(Column#108, 0)->Column#123
  └─Projection_176	12.80	root		tpch_sf40.nation.n_name, Column#63, Column#64, Column#65, Column#87, Column#88, tpch_sf40.customer.c_name, tpch_sf40.supplier.s_name, Column#108, Column#107, Column#107
    └─HashJoin_178	12.80	root		CARTESIAN inner join, other cond:gt(Column#65, Column#122)
      ├─Selection_179(Build)	0.80	root		not(isnull(Column#122))
      │ └─MaxOneRow_180	1.00	root		
      │   └─StreamAgg_185	1.00	root		funcs:avg(Column#121)->Column#122
      │     └─CTEFullScan_191	20.00	root	CTE:nationstats	data:CTE_2
      └─HashJoin_195(Probe)	16.00	root		left outer join, equal:[eq(tpch_sf40.nation.n_nationkey, tpch_sf40.customer.c_custkey)]
        ├─HashJoin_231(Build)	16.00	root		left outer join, equal:[eq(tpch_sf40.nation.n_nationkey, tpch_sf40.supplier.s_nationkey)]
        │ ├─Selection_232(Build)	16.00	root		not(isnull(Column#65))
        │ │ └─CTEFullScan_234	20.00	root	CTE:nationstats AS ns	data:CTE_2
        │ └─TableReader_313(Probe)	319027.20	root		MppVersion: 2, data:ExchangeSender_312
        │   └─ExchangeSender_312	319027.20	mpp[tiflash]		ExchangeType: PassThrough
        │     └─Selection_237	319027.20	mpp[tiflash]		eq(Column#110, 1), stream_count: 2
        │       └─Window_228	398784.00	mpp[tiflash]		rank()->Column#110 over(partition by tpch_sf40.supplier.s_nationkey order by Column#107 desc), stream_count: 2
        │         └─Sort_227	398784.00	mpp[tiflash]		tpch_sf40.supplier.s_nationkey, Column#107:desc, stream_count: 2
        │           └─ExchangeReceiver_226	398784.00	mpp[tiflash]		stream_count: 2
        │             └─ExchangeSender_225	398784.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_nationkey, collate: binary], stream_count: 2
        │               └─Projection_221	398784.00	mpp[tiflash]		Column#107, Column#108, tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_nationkey
