-- Query: 13868
-- Execution time: .106312770s

id	estRows	task	access object	operator info
Projection_29	10.00	root		tpch_sf40.part.p_name, Column#55
└─TopN_33	10.00	root		Column#55:desc, offset:0, count:10
  └─TableReader_288	10.00	root		MppVersion: 2, data:ExchangeSender_287
    └─ExchangeSender_287	10.00	mpp[tiflash]		ExchangeType: PassThrough
      └─TopN_286	10.00	mpp[tiflash]		Column#55:desc, offset:0, count:10
        └─Projection_282	8000000.00	mpp[tiflash]		Column#55, tpch_sf40.part.p_name
          └─HashAgg_283	8000000.00	mpp[tiflash]		group by:tpch_sf40.part.p_name, funcs:sum(Column#68)->Column#55, funcs:firstrow(tpch_sf40.part.p_name)->tpch_sf40.part.p_name, stream_count: 2
            └─ExchangeReceiver_285	8000000.00	mpp[tiflash]		stream_count: 2
              └─ExchangeSender_284	8000000.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_name, collate: utf8mb4_bin], stream_count: 2
                └─HashAgg_280	8000000.00	mpp[tiflash]		group by:Column#71, funcs:sum(Column#70)->Column#68
                  └─Projection_289	148716789.91	mpp[tiflash]		mul(tpch_sf40.lineitem.l_extendedprice, minus(1, tpch_sf40.lineitem.l_discount))->Column#70, tpch_sf40.part.p_name->Column#71
                    └─Projection_269	148716789.91	mpp[tiflash]		tpch_sf40.part.p_name, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount
                      └─Projection_259	148716789.91	mpp[tiflash]		tpch_sf40.part.p_name, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.customer.c_custkey
                        └─HashJoin_258	148716789.91	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.customer.c_custkey, tpch_sf40.orders.o_custkey)], stream_count: 2
                          ├─ExchangeReceiver_96(Build)	9120184.33	mpp[tiflash]		stream_count: 2
                          │ └─ExchangeSender_95	9120184.33	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.orders.o_custkey, collate: binary], stream_count: 2
                          │   └─TableFullScan_93	9120184.33	mpp[tiflash]	table:o	pushed down filter:ge(tpch_sf40.orders.o_orderdate, 1996-01-01 00:00:00.000000), lt(tpch_sf40.orders.o_orderdate, 1997-01-01 00:00:00.000000), keep order:false
                          └─ExchangeReceiver_92(Probe)	97838015.86	mpp[tiflash]		
                            └─ExchangeSender_91	97838015.86	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.customer.c_custkey, collate: binary]
                              └─Projection_90	97838015.86	mpp[tiflash]		tpch_sf40.part.p_name, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.customer.c_custkey, tpch_sf40.lineitem.l_partkey
                                └─HashJoin_64	97838015.86	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.lineitem.l_orderkey, tpch_sf40.customer.c_custkey)]
                                  ├─ExchangeReceiver_89(Build)	6000000.00	mpp[tiflash]		
                                  │ └─ExchangeSender_88	6000000.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                                  │   └─TableFullScan_87	6000000.00	mpp[tiflash]	table:c	keep order:false
                                  └─Projection_86(Probe)	971538284.99	mpp[tiflash]		tpch_sf40.part.p_name, tpch_sf40.lineitem.l_orderkey, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.lineitem.l_partkey
                                    └─HashJoin_65	971538284.99	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.part.p_partkey, tpch_sf40.lineitem.l_partkey)]
                                      ├─Projection_79(Build)	32239948.24	mpp[tiflash]		tpch_sf40.part.p_partkey, tpch_sf40.part.p_name, tpch_sf40.partsupp.ps_partkey
                                      │ └─HashJoin_66	32239948.24	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.partsupp.ps_partkey, tpch_sf40.part.p_partkey)], stream_count: 2
                                      │   ├─ExchangeReceiver_78(Build)	8000000.00	mpp[tiflash]		stream_count: 2
                                      │   │ └─ExchangeSender_77	8000000.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_partkey, collate: binary], stream_count: 2
                                      │   │   └─TableFullScan_76	8000000.00	mpp[tiflash]	table:p	keep order:false
                                      │   └─ExchangeReceiver_75(Probe)	32097576.63	mpp[tiflash]		
                                      │     └─ExchangeSender_74	32097576.63	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.partsupp.ps_partkey, collate: binary]
                                      │       └─Projection_73	32097576.63	mpp[tiflash]		tpch_sf40.partsupp.ps_partkey
                                      │         └─HashJoin_68	32097576.63	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.partsupp.ps_suppkey)]
                                      │           ├─ExchangeReceiver_71(Build)	400000.00	mpp[tiflash]		
                                      │           │ └─ExchangeSender_70	400000.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                                      │           │   └─TableFullScan_69	400000.00	mpp[tiflash]	table:s	keep order:false
                                      │           └─TableFullScan_72(Probe)	32000000.00	mpp[tiflash]	table:ps	keep order:false
                                      └─ExchangeReceiver_85(Probe)	240012290.00	mpp[tiflash]		
                                        └─ExchangeSender_84	240012290.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.lineitem.l_partkey, collate: binary]
                                          └─TableFullScan_83	240012290.00	mpp[tiflash]	table:l	keep order:false
