-- Query: 25663
-- Source: SQLStorm v1.0 query 1869

id	estRows	estCost	task	access object	operator info
Projection_300	20.00	16308.44	root		tpch_sf40.region.r_name, Column#110->Column#113, Column#108->Column#114, Column#111->Column#115
└─Sort_302	20.00	16288.48	root		tpch_sf40.region.r_name, Column#109
  └─Projection_304	20.00	11527.20	root		tpch_sf40.region.r_name, coalesce(tpch_sf40.nation.n_name, Unknown)->Column#110, Column#108, case(isnull(Column#108), No sales, le(Column#109, 5), Top Seller, Regular Seller)->Column#111, Column#109
    └─HashJoin_308	20.00	10514.23	root		left outer join, equal:[eq(tpch_sf40.region.r_name, tpch_sf40.region.r_name)]
      ├─HashAgg_317(Build)	20.00	4086.91	root		group by:tpch_sf40.region.r_name, funcs:firstrow(tpch_sf40.region.r_name)->tpch_sf40.region.r_name
      │ └─CTEFullScan_323	20.00	39.92	root	CTE:ranked_sales	data:CTE_1
      └─Selection_329(Probe)	16.00	2035.92	root		le(Column#109, 5), not(isnull(tpch_sf40.region.r_name))
        └─CTEFullScan_331	20.00	39.92	root	CTE:ranked_sales AS s	data:CTE_1
CTE_1	20.00	39.92	root		Non-Recursive CTE
└─TableReader_297(Seed Part)	20.00	19161093378.71	root		MppVersion: 2, data:ExchangeSender_296
  └─ExchangeSender_296	20.00	38322182445.42	mpp[tiflash]		ExchangeType: PassThrough
    └─Projection_62	20.00	38322182445.42	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.region.r_name, Column#99, Column#101, stream_count: 2
      └─Selection_295	20.00	38322182444.46	mpp[tiflash]		or(1, and(le(Column#101, 5), 1)), stream_count: 2
        └─Window_292	25.00	38322182384.46	mpp[tiflash]		rank()->Column#101 over(partition by tpch_sf40.region.r_name order by Column#99 desc), stream_count: 2
          └─Sort_115	25.00	38322182384.46	mpp[tiflash]		tpch_sf40.region.r_name, Column#99:desc, stream_count: 2
            └─ExchangeReceiver_114	25.00	38322181993.33	mpp[tiflash]		stream_count: 2
              └─ExchangeSender_113	25.00	38322179743.33	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.region.r_name, collate: utf8mb4_bin], stream_count: 2
                └─Projection_109	25.00	38322179743.33	mpp[tiflash]		Column#99, tpch_sf40.nation.n_name, tpch_sf40.region.r_name
                  └─HashAgg_110	25.00	38322179742.43	mpp[tiflash]		group by:tpch_sf40.nation.n_name, tpch_sf40.region.r_name, funcs:sum(Column#118)->Column#99, funcs:firstrow(tpch_sf40.nation.n_name)->tpch_sf40.nation.n_name, funcs:firstrow(tpch_sf40.region.r_name)->tpch_sf40.region.r_name, stream_count: 2
                    └─ExchangeReceiver_112	25.00	38322179343.58	mpp[tiflash]		stream_count: 2
                      └─ExchangeSender_111	25.00	38322177093.58	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.nation.n_name, collate: utf8mb4_bin], [name: tpch_sf40.region.r_name, collate: utf8mb4_bin], stream_count: 2
                        └─HashAgg_68	25.00	38322177093.58	mpp[tiflash]		group by:Column#129, Column#130, funcs:sum(Column#128)->Column#118
