-- Query: 16875
-- Execution time: .105441985s

id	estRows	task	access object	operator info
Projection_7	20.00	root		tpch_sf40.part.p_brand, Column#10->Column#12
└─Sort_9	20.00	root		Column#10:desc
  └─TableReader_52	20.00	root		MppVersion: 2, data:ExchangeSender_51
    └─ExchangeSender_51	20.00	mpp[tiflash]		ExchangeType: PassThrough
      └─Selection_12	20.00	mpp[tiflash]		gt(Column#10, 10)
        └─Projection_47	25.00	mpp[tiflash]		Column#10, tpch_sf40.part.p_brand
          └─HashAgg_48	25.00	mpp[tiflash]		group by:tpch_sf40.part.p_brand, funcs:sum(Column#19)->Column#10, funcs:firstrow(tpch_sf40.part.p_brand)->tpch_sf40.part.p_brand, stream_count: 2
            └─ExchangeReceiver_50	25.00	mpp[tiflash]		stream_count: 2
              └─ExchangeSender_49	25.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_brand, collate: utf8mb4_bin], stream_count: 2
                └─HashAgg_45	25.00	mpp[tiflash]		group by:tpch_sf40.part.p_brand, funcs:count(1)->Column#19
                  └─TableFullScan_34	8000000.00	mpp[tiflash]	table:part	keep order:false
