-- Query: 26797
-- Source: SQLStorm v1.0 query 6127

id	estRows	estCost	task	access object	operator info
Projection_310	20.00	96770516667.38	root		tpch_sf40.nation.n_name, tpch_sf40.region.r_name, Column#95, Column#96, Column#98
└─Window_312	20.00	96770516642.43	root		rank()->Column#98 over(partition by tpch_sf40.region.r_name order by Column#95 desc)
  └─Sort_305	20.00	96770516642.43	root		tpch_sf40.region.r_name, Column#95:desc
    └─TableReader_304	20.00	96770511937.15	root		MppVersion: 2, data:ExchangeSender_303
      └─ExchangeSender_303	20.00	193541019562.30	mpp[tiflash]		ExchangeType: PassThrough
        └─Selection_113	20.00	193541019562.30	mpp[tiflash]		gt(Column#95, 0)
          └─Projection_101	25.00	193541019502.30	mpp[tiflash]		Column#95, Column#96, tpch_sf40.nation.n_name, tpch_sf40.region.r_name
            └─HashAgg_102	25.00	193541019501.10	mpp[tiflash]		group by:tpch_sf40.nation.n_name, tpch_sf40.region.r_name, funcs:sum(Column#99)->Column#95, funcs:count(distinct tpch_sf40.orders.o_orderkey)->Column#96, funcs:firstrow(tpch_sf40.nation.n_name)->tpch_sf40.nation.n_name, funcs:firstrow(tpch_sf40.region.r_name)->tpch_sf40.region.r_name, stream_count: 2
              └─ExchangeReceiver_104	25.00	193541019067.25	mpp[tiflash]		stream_count: 2
                └─ExchangeSender_103	25.00	193541016617.25	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.nation.n_name, collate: utf8mb4_bin], [name: tpch_sf40.region.r_name, collate: utf8mb4_bin], stream_count: 2
                  └─HashAgg_61	25.00	193541016617.25	mpp[tiflash]		group by:Column#111, Column#112, Column#113, funcs:sum(Column#110)->Column#99
                    └─Projection_313	149163002.10	196473933892.77	mpp[tiflash]		mul(tpch_sf40.partsupp.ps_supplycost, tpch_sf40.lineitem.l_quantity)->Column#110, tpch_sf40.nation.n_name->Column#111, tpch_sf40.region.r_name->Column#112, tpch_sf40.orders.o_orderkey->Column#113
