-- Query: 25910
-- Source: SQLStorm v1.0 query 3005

id	estRows	estCost	task	access object	operator info
Projection_58	100.00	192570115380.91	root		tpch_sf40.part.p_name, tpch_sf40.part.p_brand, Column#123->Column#128, Column#124->Column#129, Column#125->Column#130, tpch_sf40.region.r_name, tpch_sf40.nation.n_name, Column#122->Column#133
└─TopN_62	100.00	192570115181.31	root		Column#125:desc, Column#123, offset:0, count:100
  └─TableReader_444	100.00	192570076268.47	root		MppVersion: 2, data:ExchangeSender_443
    └─ExchangeSender_443	100.00	385140089176.94	mpp[tiflash]		ExchangeType: PassThrough
      └─TopN_442	100.00	385140089176.94	mpp[tiflash]		Column#125:desc, Column#123, offset:0, count:100
        └─Selection_441	6144801.38	385042107312.93	mpp[tiflash]		gt(Column#123, 50)
          └─Projection_435	7681001.72	385023672908.80	mpp[tiflash]		div(Column#123, cast(case(eq(Column#165, 0), 1, Column#165), decimal(20,0) BINARY))->Column#123, Column#124, Column#125, tpch_sf40.part.p_name, tpch_sf40.part.p_brand, tpch_sf40.nation.n_name, tpch_sf40.region.r_name, Column#122
            └─HashAgg_436	7681001.72	385013810502.58	mpp[tiflash]		group by:Column#122, tpch_sf40.nation.n_name, tpch_sf40.part.p_brand, tpch_sf40.part.p_name, tpch_sf40.region.r_name, funcs:sum(Column#166)->Column#165, funcs:sum(Column#167)->Column#123, funcs:count(distinct tpch_sf40.lineitem.l_orderkey)->Column#124, funcs:sum(Column#168)->Column#125, funcs:firstrow(tpch_sf40.part.p_name)->tpch_sf40.part.p_name, funcs:firstrow(tpch_sf40.part.p_brand)->tpch_sf40.part.p_brand, funcs:firstrow(tpch_sf40.nation.n_name)->tpch_sf40.nation.n_name, funcs:firstrow(tpch_sf40.region.r_name)->tpch_sf40.region.r_name, funcs:firstrow(Column#122)->Column#122, stream_count: 2
              └─ExchangeReceiver_438	7681001.72	384762948914.32	mpp[tiflash]		stream_count: 2
                └─ExchangeSender_437	7681001.72	382489372404.38	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_name, collate: utf8mb4_bin], [name: tpch_sf40.part.p_brand, collate: utf8mb4_bin], [name: tpch_sf40.region.r_name, collate: utf8mb4_bin], [name: tpch_sf40.nation.n_name, collate: utf8mb4_bin], [name: Column#122, collate: utf8mb4_0900_ai_ci], stream_count: 2
                  └─HashAgg_433	7681001.72	382489372404.38	mpp[tiflash]		group by:Column#122, tpch_sf40.lineitem.l_orderkey, tpch_sf40.nation.n_name, tpch_sf40.part.p_brand, tpch_sf40.part.p_name, tpch_sf40.region.r_name, funcs:count(tpch_sf40.partsupp.ps_supplycost)->Column#166, funcs:sum(tpch_sf40.partsupp.ps_supplycost)->Column#167, funcs:sum(tpch_sf40.lineitem.l_quantity)->Column#168
