-- Query: 25303
-- Source: SQLStorm v1.0 query 201

id	estRows	estCost	task	access object	operator info
Sort_132	1447461082833.15	42326673658586128.00	root		tpch_sf40.orders.o_orderdate:desc, Column#109:desc
└─Projection_134	1447461082833.15	37949036610280.27	root		tpch_sf40.orders.o_orderkey, tpch_sf40.orders.o_orderdate, Column#109, tpch_sf40.supplier.s_name, Column#148, case(isnull(Column#148), No Cost Data, Valid Cost Data)->Column#149
  └─HashJoin_136	1447461082833.15	29174892758.88	root		CARTESIAN left outer join, left cond:[eq(Column#111, 1)]
    ├─TableReader_373(Build)	198300.94	1243382303.83	root		MppVersion: 2, data:ExchangeSender_372
    │ └─ExchangeSender_372	198300.94	2458407572.88	mpp[tiflash]		ExchangeType: PassThrough
    │   └─Projection_368	198300.94	2458407572.88	mpp[tiflash]		Column#148, tpch_sf40.supplier.s_name
    │     └─HashAgg_369	198300.94	2458402813.66	mpp[tiflash]		group by:tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_suppkey, funcs:sum(Column#163)->Column#148, funcs:firstrow(tpch_sf40.supplier.s_name)->tpch_sf40.supplier.s_name, stream_count: 2
    │       └─ExchangeReceiver_371	198300.94	2456172054.36	mpp[tiflash]		stream_count: 2
    │         └─ExchangeSender_370	198300.94	2441696085.55	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_suppkey, collate: binary], [name: tpch_sf40.supplier.s_name, collate: utf8mb4_bin], stream_count: 2
    │           └─HashAgg_300	198300.94	2441696085.55	mpp[tiflash]		group by:tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_suppkey, funcs:sum(tpch_sf40.partsupp.ps_supplycost)->Column#163
    │             └─Projection_367	15960970.59	2363624508.79	mpp[tiflash]		tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_name, tpch_sf40.partsupp.ps_supplycost
    │               └─HashJoin_366	15960970.59	2363049913.85	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.partsupp.ps_suppkey)]
    │                 ├─ExchangeReceiver_334(Build)	198905.62	83348080.50	mpp[tiflash]		
    │                 │ └─ExchangeSender_333	198905.62	31582894.05	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
    │                 │   └─TableFullScan_331	198905.62	30622894.05	mpp[tiflash]	table:s	pushed down filter:gt(tpch_sf40.supplier.s_acctbal, 4496.104108), keep order:false
    │                 └─TableFullScan_335(Probe)	32000000.00	2227896000.00	mpp[tiflash]	table:ps	keep order:false
    └─TableReader_295(Probe)	7299315.20	27554800000.48	root		MppVersion: 2, data:ExchangeSender_294
      └─ExchangeSender_294	7299315.20	53921271487.04	mpp[tiflash]		ExchangeType: PassThrough
        └─Selection_139	7299315.20	53921271487.04	mpp[tiflash]		gt(Column#109, 10000), stream_count: 2
          └─Window_293	9124144.00	53899373541.46	mpp[tiflash]		dense_rank()->Column#111 over(partition by tpch_sf40.customer.c_mktsegment order by Column#109 desc), stream_count: 2
            └─Sort_175	9124144.00	53899373541.46	mpp[tiflash]		tpch_sf40.customer.c_mktsegment, Column#109:desc, stream_count: 2
              └─ExchangeReceiver_174	9124144.00	53362955821.38	mpp[tiflash]		stream_count: 2
                └─ExchangeSender_173	9124144.00	52760762317.70	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.customer.c_mktsegment, collate: utf8mb4_bin], stream_count: 2
                  └─Projection_169	9124144.00	52760762317.70	mpp[tiflash]		Column#109, tpch_sf40.orders.o_orderkey, tpch_sf40.orders.o_orderdate, tpch_sf40.customer.c_mktsegment
                    └─HashAgg_170	9124144.00	52760324358.79	mpp[tiflash]		group by:tpch_sf40.customer.c_mktsegment, tpch_sf40.orders.o_orderdate, tpch_sf40.orders.o_orderkey, funcs:sum(Column#151)->Column#109, funcs:firstrow(tpch_sf40.orders.o_orderkey)->tpch_sf40.orders.o_orderkey, funcs:firstrow(tpch_sf40.orders.o_orderdate)->tpch_sf40.orders.o_orderdate, funcs:firstrow(tpch_sf40.customer.c_mktsegment)->tpch_sf40.customer.c_mktsegment, stream_count: 2
                      └─ExchangeReceiver_172	9124144.00	52613553306.48	mpp[tiflash]		stream_count: 2
