-- Query: 4811
-- Execution time: .105546046s

id	estRows	task	access object	operator info
Sort_60	319027.20	root		tpch_sf40.nation.n_name, Column#78:desc
└─Projection_62	319027.20	root		tpch_sf40.nation.n_name, tpch_sf40.supplier.s_name, Column#77, Column#78, coalesce(Column#107, 0)->Column#122, Column#121
  └─HashJoin_66	319027.20	root		left outer join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.orders.o_custkey)]
    ├─TableReader_267(Build)	319027.20	root		MppVersion: 2, data:ExchangeSender_266
    │ └─ExchangeSender_266	319027.20	mpp[tiflash]		ExchangeType: PassThrough
    │   └─Selection_156	319027.20	mpp[tiflash]		gt(Column#77, 0)
    │     └─Projection_103	398784.00	mpp[tiflash]		Column#77, Column#78, tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_name, tpch_sf40.nation.n_name
    │       └─HashAgg_104	398784.00	mpp[tiflash]		group by:tpch_sf40.nation.n_name, tpch_sf40.supplier.s_acctbal, tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_suppkey, funcs:sum(Column#129)->Column#77, funcs:sum(Column#130)->Column#78, funcs:firstrow(tpch_sf40.supplier.s_suppkey)->tpch_sf40.supplier.s_suppkey, funcs:firstrow(tpch_sf40.supplier.s_name)->tpch_sf40.supplier.s_name, funcs:firstrow(tpch_sf40.nation.n_name)->tpch_sf40.nation.n_name, stream_count: 2
    │         └─ExchangeReceiver_106	398784.00	mpp[tiflash]		stream_count: 2
    │           └─ExchangeSender_105	398784.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.nation.n_name, collate: utf8mb4_bin], [name: tpch_sf40.supplier.s_suppkey, collate: binary], [name: tpch_sf40.supplier.s_name, collate: utf8mb4_bin], [name: tpch_sf40.supplier.s_acctbal, collate: binary], stream_count: 2
    │             └─HashAgg_97	398784.00	mpp[tiflash]		group by:Column#154, Column#155, Column#156, Column#157, funcs:sum(Column#152)->Column#129, funcs:sum(Column#153)->Column#130
    │               └─Projection_367	32096613.71	mpp[tiflash]		cast(tpch_sf40.partsupp.ps_availqty, decimal(10,0) BINARY)->Column#152, mul(tpch_sf40.partsupp.ps_supplycost, cast(tpch_sf40.partsupp.ps_availqty, decimal(10,0) BINARY))->Column#153, tpch_sf40.nation.n_name->Column#154, tpch_sf40.supplier.s_suppkey->Column#155, tpch_sf40.supplier.s_name->Column#156, tpch_sf40.supplier.s_acctbal->Column#157
    │                 └─Projection_91	32096613.71	mpp[tiflash]		tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_acctbal, tpch_sf40.nation.n_name, tpch_sf40.partsupp.ps_availqty, tpch_sf40.partsupp.ps_supplycost
    │                   └─Projection_87	32096613.71	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_acctbal, tpch_sf40.partsupp.ps_availqty, tpch_sf40.partsupp.ps_supplycost, tpch_sf40.partsupp.ps_suppkey
    │                     └─HashJoin_86	32096613.71	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.partsupp.ps_suppkey)], stream_count: 2
    │                       ├─ExchangeReceiver_81(Build)	399988.00	mpp[tiflash]		stream_count: 2
    │                       │ └─ExchangeSender_80	399988.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_suppkey, collate: binary], stream_count: 2
    │                       │   └─Projection_79	399988.00	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_acctbal
    │                       │     └─HashJoin_74	399988.00	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.nation.n_nationkey, tpch_sf40.supplier.s_nationkey)]
    │                       │       ├─ExchangeReceiver_77(Build)	25.00	mpp[tiflash]		
    │                       │       │ └─ExchangeSender_76	25.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
    │                       │       │   └─TableFullScan_75	25.00	mpp[tiflash]	table:n	keep order:false
    │                       │       └─TableFullScan_78(Probe)	400000.00	mpp[tiflash]	table:s	keep order:false
    │                       └─ExchangeReceiver_84(Probe)	32000000.00	mpp[tiflash]		
