-- Query: 25814
-- Source: SQLStorm v1.0 query 2584

id	estRows	estCost	task	access object	operator info
Sort_75	2666666.67	24497906473.23	root		tpch_sf40.part.p_name, Column#157:desc, Column#158:desc
└─TableReader_535	2666666.67	21501118092.37	root		MppVersion: 2, data:ExchangeSender_534
  └─ExchangeSender_534	2666666.67	41283302851.40	mpp[tiflash]		ExchangeType: PassThrough
    └─Projection_78	2666666.67	41283302851.40	mpp[tiflash]		tpch_sf40.part.p_name, coalesce(Column#139, 0)->Column#157, coalesce(Column#95, 0)->Column#158, Column#113, Column#114, case(isnull(Column#114), Unknown, case(gt(Column#114, 100), Expensive, and(le(Column#114, 100), gt(Column#114, 50)), Moderate, Cheap))->Column#159, Column#156
      └─Projection_529	2666666.67	41273574851.40	mpp[tiflash]		Column#156, tpch_sf40.part.p_name, Column#95, Column#113, Column#114, Column#139
        └─HashAgg_527	2666666.67	41273382851.40	mpp[tiflash]		group by:Column#113, Column#114, Column#139, Column#95, tpch_sf40.part.p_name, funcs:count(distinct tpch_sf40.orders.o_orderkey)->Column#156, funcs:firstrow(tpch_sf40.part.p_name)->tpch_sf40.part.p_name, funcs:firstrow(Column#95)->Column#95, funcs:firstrow(Column#113)->Column#113, funcs:firstrow(Column#114)->Column#114, funcs:firstrow(Column#139)->Column#139, stream_count: 2
          └─ExchangeReceiver_513	2685446.17	41196417894.44	mpp[tiflash]		stream_count: 2
            └─ExchangeSender_512	2685446.17	40433751181.94	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_name, collate: utf8mb4_bin], [name: Column#139, collate: binary], [name: Column#95, collate: binary], [name: Column#113, collate: binary], [name: Column#114, collate: binary], stream_count: 2
              └─Projection_511	2685446.17	40433751181.94	mpp[tiflash]		tpch_sf40.part.p_name, Column#95, Column#113, Column#114, Column#139, tpch_sf40.orders.o_orderkey
                └─Projection_507	2685446.17	40433557829.82	mpp[tiflash]		tpch_sf40.part.p_name, Column#113, Column#114, Column#139, Column#95, tpch_sf40.orders.o_orderkey, Column#96
                  └─HashJoin_503	2685446.17	40433332252.34	mpp[tiflash]		left outer join, equal:[eq(Column#96, tpch_sf40.orders.o_orderkey)], stream_count: 2
                    ├─ExchangeReceiver_182(Build)	2666666.67	33560098863.35	mpp[tiflash]		stream_count: 2
                    │ └─ExchangeSender_181	2666666.67	32781432196.68	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: Column#96, collate: binary], stream_count: 2
                    │   └─Projection_180	2666666.67	32781432196.68	mpp[tiflash]		tpch_sf40.part.p_name, Column#113, Column#114, Column#139, Column#95, Column#96, Column#168
                    │     └─HashJoin_88	2666666.67	32781208196.68	mpp[tiflash]		left outer join, equal:[eq(tpch_sf40.part.p_partkey, tpch_sf40.lineitem.l_partkey)]
                    │       ├─Projection_150(Build)	2666666.67	11021504246.84	mpp[tiflash]		tpch_sf40.part.p_partkey, tpch_sf40.part.p_name, Column#113, Column#114, Column#139, Column#168
                    │       │ └─HashJoin_89	2666666.67	11021312246.84	mpp[tiflash]		left outer join, equal:[eq(tpch_sf40.part.p_partkey, tpch_sf40.nation.n_regionkey)]
                    │       │   ├─ExchangeReceiver_149(Build)	5.00	7206560668.53	mpp[tiflash]		
                    │       │   │ └─ExchangeSender_148	5.00	7206559948.53	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                    │       │   │   └─Projection_144	5.00	7206559948.53	mpp[tiflash]		Column#139, tpch_sf40.nation.n_regionkey
                    │       │   │     └─HashAgg_145	5.00	7206559948.41	mpp[tiflash]		group by:tpch_sf40.nation.n_regionkey, funcs:sum(Column#169)->Column#139, funcs:firstrow(tpch_sf40.nation.n_regionkey)->tpch_sf40.nation.n_regionkey, stream_count: 2
                    │       │   │       └─ExchangeReceiver_147	5.00	7206559834.35	mpp[tiflash]		stream_count: 2
                    │       │   │         └─ExchangeSender_146	5.00	7206559594.35	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.nation.n_regionkey, collate: binary], stream_count: 2
                    │       │   │           └─HashAgg_122	5.00	7206559594.35	mpp[tiflash]		group by:tpch_sf40.nation.n_regionkey, funcs:sum(tpch_sf40.orders.o_totalprice)->Column#169
                    │       │   │             └─Projection_143	29235455.49	7100961039.13	mpp[tiflash]		tpch_sf40.nation.n_regionkey, tpch_sf40.orders.o_totalprice, tpch_sf40.orders.o_custkey
                    │       │   │               └─HashJoin_142	29235455.49	7099908562.73	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.customer.c_custkey, tpch_sf40.orders.o_custkey)], stream_count: 2
                    │       │   │                 ├─ExchangeReceiver_131(Build)	5999987.00	454907695.02	mpp[tiflash]		stream_count: 2
                    │       │   │                 │ └─ExchangeSender_130	5999987.00	358907903.02	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.customer.c_custkey, collate: binary], stream_count: 2
                    │       │   │                 │   └─Projection_129	5999987.00	358907903.02	mpp[tiflash]		tpch_sf40.nation.n_regionkey, tpch_sf40.customer.c_custkey
                    │       │   │                 │     └─HashJoin_124	5999987.00	358763903.33	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.nation.n_nationkey, tpch_sf40.customer.c_nationkey)]
                    │       │   │                 │       ├─ExchangeReceiver_127(Build)	25.00	583850.00	mpp[tiflash]		
                    │       │   │                 │       │ └─ExchangeSender_126	25.00	581450.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                    │       │   │                 │       │   └─TableFullScan_125	25.00	581450.00	mpp[tiflash]	table:n	keep order:false
                    │       │   │                 │       └─TableFullScan_128(Probe)	6000000.00	348580000.00	mpp[tiflash]	table:c	keep order:false
                    │       │   │                 └─ExchangeReceiver_135(Probe)	29235455.49	6587024163.20	mpp[tiflash]		
                    │       │   │                   └─ExchangeSender_134	29235455.49	4452835912.63	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.orders.o_custkey, collate: binary]
                    │       │   │                     └─TableFullScan_132	29235455.49	4308835912.63	mpp[tiflash]	table:o	pushed down filter:eq(tpch_sf40.orders.o_orderstatus, "O"), keep order:false
                    │       │   └─Projection_120(Probe)	2666666.67	3810484899.64	mpp[tiflash]		tpch_sf40.part.p_partkey, tpch_sf40.part.p_name, Column#113, Column#114, Column#168
                    │       │     └─HashJoin_91	2666666.67	3810324899.64	mpp[tiflash]		left outer join, equal:[eq(tpch_sf40.part.p_partkey, Column#115)], stream_count: 2
                    │       │       ├─ExchangeReceiver_116(Build)	398784.00	2853003617.68	mpp[tiflash]		stream_count: 2
                    │       │       │ └─ExchangeSender_115	398784.00	2817910625.68	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: Column#115, collate: binary], stream_count: 2
                    │       │       │   └─Projection_111	398784.00	2817910625.68	mpp[tiflash]		Column#113, div(Column#114, cast(case(eq(Column#164, 0), 1, Column#164), decimal(20,0) BINARY))->Column#114, Column#115
                    │       │       │     └─HashAgg_112	398784.00	2817422514.07	mpp[tiflash]		group by:tpch_sf40.supplier.s_suppkey, funcs:sum(Column#165)->Column#113, funcs:sum(Column#166)->Column#164, funcs:sum(Column#167)->Column#114, funcs:count(distinct tpch_sf40.partsupp.ps_partkey)->Column#115, stream_count: 2
                    │       │       │       └─ExchangeReceiver_114	398784.00	2812632248.66	mpp[tiflash]		stream_count: 2
                    │       │       │         └─ExchangeSender_113	398784.00	2771158712.66	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_suppkey, collate: binary], stream_count: 2
                    │       │       │           └─HashAgg_97	398784.00	2771158712.66	mpp[tiflash]		group by:Column#227, Column#228, funcs:sum(Column#224)->Column#165, funcs:count(Column#225)->Column#166, funcs:sum(Column#226)->Column#167
                    │       │       │             └─Projection_536	32097576.63	3369681204.73	mpp[tiflash]		cast(tpch_sf40.partsupp.ps_availqty, decimal(10,0) BINARY)->Column#224, tpch_sf40.partsupp.ps_supplycost->Column#225, tpch_sf40.partsupp.ps_supplycost->Column#226, tpch_sf40.supplier.s_suppkey->Column#227, tpch_sf40.partsupp.ps_partkey->Column#228
                    │       │       │               └─Projection_110	32097576.63	2536813286.26	mpp[tiflash]		tpch_sf40.supplier.s_suppkey, tpch_sf40.partsupp.ps_partkey, tpch_sf40.partsupp.ps_availqty, tpch_sf40.partsupp.ps_supplycost
