-- Query: 27496
-- Source: SQLStorm v1.0 query 7847

id	estRows	estCost	task	access object	operator info
Sort_88	319027.20	119628819630.73	root		tpch_sf40.region.r_name, Column#180:desc
└─TableReader_381	319027.20	119330421474.94	root		MppVersion: 2, data:ExchangeSender_380
  └─ExchangeSender_380	319027.20	238580129068.28	mpp[tiflash]		ExchangeType: PassThrough
    └─Projection_91	319027.20	238580129068.28	mpp[tiflash]		tpch_sf40.supplier.s_name, tpch_sf40.nation.n_name, tpch_sf40.region.r_name, Column#180, stream_count: 2
      └─Selection_379	319027.20	238580113754.98	mpp[tiflash]		le(Column#182, 5), stream_count: 2
        └─Window_376	398784.00	238579156673.38	mpp[tiflash]		rank()->Column#182 over(partition by tpch_sf40.region.r_name order by Column#180 desc), stream_count: 2
          └─Sort_151	398784.00	238579156673.38	mpp[tiflash]		tpch_sf40.region.r_name, Column#180:desc, stream_count: 2
            └─ExchangeReceiver_150	398784.00	238559056924.85	mpp[tiflash]		stream_count: 2
              └─ExchangeSender_149	398784.00	238513196764.85	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.region.r_name, collate: utf8mb4_bin], stream_count: 2
                └─Projection_145	398784.00	238513196764.85	mpp[tiflash]		Column#180, tpch_sf40.supplier.s_name, tpch_sf40.nation.n_name, tpch_sf40.region.r_name
                  └─HashAgg_146	398784.00	238513177623.22	mpp[tiflash]		group by:tpch_sf40.nation.n_name, tpch_sf40.region.r_name, tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_suppkey, funcs:sum(Column#183)->Column#180, funcs:firstrow(tpch_sf40.supplier.s_name)->tpch_sf40.supplier.s_name, funcs:firstrow(tpch_sf40.nation.n_name)->tpch_sf40.nation.n_name, funcs:firstrow(tpch_sf40.region.r_name)->tpch_sf40.region.r_name, stream_count: 2
                    └─ExchangeReceiver_148	398784.00	238505312334.39	mpp[tiflash]		stream_count: 2
                      └─ExchangeSender_147	398784.00	238456261902.39	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_suppkey, collate: binary], [name: tpch_sf40.supplier.s_name, collate: utf8mb4_bin], [name: tpch_sf40.nation.n_name, collate: utf8mb4_bin], [name: tpch_sf40.region.r_name, collate: utf8mb4_bin], stream_count: 2
                        └─HashAgg_97	398784.00	238456261902.39	mpp[tiflash]		group by:Column#198, Column#199, Column#200, Column#201, funcs:sum(Column#197)->Column#183
                          └─Projection_388	149760355.18	241253161507.54	mpp[tiflash]		mul(tpch_sf40.lineitem.l_extendedprice, minus(1, tpch_sf40.lineitem.l_discount))->Column#197, tpch_sf40.supplier.s_suppkey->Column#198, tpch_sf40.supplier.s_name->Column#199, tpch_sf40.nation.n_name->Column#200, tpch_sf40.region.r_name->Column#201
                            └─Projection_144	149760355.18	237367179811.21	mpp[tiflash]		tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_name, tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.nation.n_name, tpch_sf40.region.r_name
