-- Query: 25317
-- Source: SQLStorm v1.0 query 285

id	estRows	estCost	task	access object	operator info
Projection_59	256000.00	13993792923.33	root		tpch_sf40.region.r_name, Column#120->Column#126, Column#124->Column#127, Column#122->Column#128, Column#123->Column#129
└─Sort_61	256000.00	13993473563.33	root		Column#124:desc
  └─Projection_63	256000.00	13755728248.57	root		tpch_sf40.region.r_name, Column#120, coalesce(Column#121, 0)->Column#124, Column#122, Column#123, Column#120
    └─Selection_65	256000.00	13749021688.57	root		gt(Column#120, 5)
      └─HashAgg_67	320000.00	13733053688.57	root		group by:Column#178, Column#179, Column#180, Column#181, Column#182, funcs:count(distinct Column#174)->Column#120, funcs:sum(Column#175)->Column#121, funcs:max(Column#176)->Column#122, funcs:sum(Column#177)->Column#123, funcs:firstrow(Column#178)->tpch_sf40.region.r_name
        └─Projection_395	320966.14	13600411383.52	root		tpch_sf40.partsupp.ps_partkey->Column#174, Column#87->Column#175, Column#118->Column#176, case(eq(Column#74, 1), tpch_sf40.supplier.s_acctbal, 0.00)->Column#177, tpch_sf40.region.r_name->Column#178, tpch_sf40.supplier.s_suppkey->Column#179, tpch_sf40.supplier.s_name->Column#180, tpch_sf40.supplier.s_acctbal->Column#181, Column#74->Column#182
          └─HashJoin_73	320966.14	13591762629.99	root		left outer join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.orders.o_orderkey)]
            ├─IndexJoin_169(Build)	320966.14	447226622.08	root		left outer join, inner:HashAgg_163, outer key:tpch_sf40.supplier.s_suppkey, inner key:tpch_sf40.partsupp.ps_partkey, equal cond:eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.partsupp.ps_partkey)
            │ ├─TableReader_254(Build)	320966.14	204962963.40	root		MppVersion: 2, data:ExchangeSender_253
            │ │ └─ExchangeSender_253	320966.14	306831603.58	mpp[tiflash]		ExchangeType: PassThrough
            │ │   └─Selection_179	320966.14	306831603.58	mpp[tiflash]		or(not(isnull(tpch_sf40.supplier.s_acctbal)), not(isnull(Column#74)))
            │ │     └─Projection_101	401207.67	305868705.17	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_acctbal, tpch_sf40.supplier.s_acctbal, Column#74
            │ │       └─HashJoin_100	401207.67	305839818.22	mpp[tiflash]		left outer join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_suppkey)], stream_count: 2
            │ │         ├─ExchangeReceiver_91(Build)	399988.00	196774178.81	mpp[tiflash]		stream_count: 2
            │ │         │ └─ExchangeSender_90	399988.00	157575354.81	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_suppkey, collate: binary], stream_count: 2
            │ │         │   └─Projection_89	399988.00	157575354.81	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_name, tpch_sf40.supplier.s_acctbal
            │ │         │     └─HashJoin_79	399988.00	157556155.39	mpp[tiflash]		left outer join, equal:[eq(tpch_sf40.nation.n_nationkey, tpch_sf40.supplier.s_nationkey)]
            │ │         │       ├─ExchangeReceiver_88(Build)	400000.00	155084322.24	mpp[tiflash]		
            │ │         │       │ └─ExchangeSender_87	400000.00	31784322.24	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
            │ │         │       │   └─TableFullScan_86	400000.00	31784322.24	mpp[tiflash]	table:s	keep order:false
            │ │         │       └─Projection_85(Probe)	25.00	1146793.15	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_nationkey
            │ │         │         └─HashJoin_80	25.00	1146792.55	mpp[tiflash]		left outer join, equal:[eq(tpch_sf40.region.r_regionkey, tpch_sf40.nation.n_regionkey)]
            │ │         │           ├─ExchangeReceiver_84(Build)	25.00	583850.00	mpp[tiflash]		
            │ │         │           │ └─ExchangeSender_83	25.00	581450.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
            │ │         │           │   └─TableFullScan_82	25.00	581450.00	mpp[tiflash]	table:n	keep order:false
            │ │         │           └─TableFullScan_81(Probe)	5.00	562881.21	mpp[tiflash]	table:r	keep order:false
            │ │         └─ExchangeReceiver_98(Probe)	400000.00	107132344.87	mpp[tiflash]		
            │ │           └─ExchangeSender_97	400000.00	81532344.87	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_suppkey, collate: binary]
            │ │             └─Window_92	400000.00	81532344.87	mpp[tiflash]		row_number()->Column#74 over(partition by tpch_sf40.supplier.s_nationkey order by tpch_sf40.supplier.s_acctbal desc rows between current row and current row), stream_count: 2
            │ │               └─Sort_96	400000.00	81532344.87	mpp[tiflash]		tpch_sf40.supplier.s_nationkey, tpch_sf40.supplier.s_acctbal:desc, stream_count: 2
            │ │                 └─ExchangeReceiver_95	400000.00	62067090.02	mpp[tiflash]		stream_count: 2
            │ │                   └─ExchangeSender_94	400000.00	30067090.02	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_nationkey, collate: binary], stream_count: 2
            │ │                     └─TableFullScan_93	400000.00	30067090.02	mpp[tiflash]	table:s	keep order:false
            │ └─HashAgg_163(Probe)	320966.14	2712.48	root		group by:tpch_sf40.partsupp.ps_partkey, funcs:sum(Column#139)->Column#87, funcs:firstrow(tpch_sf40.partsupp.ps_partkey)->tpch_sf40.partsupp.ps_partkey
            │   └─TableReader_164	320966.14	1060.74	root		data:HashAgg_162
            │     └─HashAgg_162	320966.14	1931.39	cop[tikv]		group by:tpch_sf40.partsupp.ps_partkey, funcs:sum(tpch_sf40.partsupp.ps_availqty)->Column#139
            │       └─TableRangeScan_161	320966.14	304.59	cop[tikv]	table:ps	range: decided by [eq(tpch_sf40.partsupp.ps_partkey, tpch_sf40.supplier.s_suppkey)], keep order:false
            └─HashAgg_301(Probe)	9099534.72	12645981821.84	root		group by:Column#172, Column#173, funcs:sum(Column#171)->Column#118, funcs:firstrow(Column#172)->tpch_sf40.orders.o_orderkey
              └─Projection_394	36914488.34	8237136448.22	root		mul(tpch_sf40.lineitem.l_extendedprice, minus(1, tpch_sf40.lineitem.l_discount))->Column#171, tpch_sf40.orders.o_orderkey->Column#172, tpch_sf40.orders.o_orderdate->Column#173
                └─IndexHashJoin_314	36914488.34	7297699634.47	root		inner join, inner:TableReader_309, outer key:tpch_sf40.orders.o_orderkey, inner key:tpch_sf40.lineitem.l_orderkey, equal cond:eq(tpch_sf40.orders.o_orderkey, tpch_sf40.lineitem.l_orderkey)
                  ├─TableReader_346(Build)	9163616.50	2206849300.80	root		MppVersion: 2, data:ExchangeSender_345
                  │ └─ExchangeSender_345	9163616.50	3768580000.00	mpp[tiflash]		ExchangeType: PassThrough
