-- Query: 8877
-- Execution time: .106205388s

id	estRows	task	access object	operator info
Sort_120	5.00	root		Column#221:desc, Column#222:desc
└─TableReader_591	5.00	root		MppVersion: 2, data:ExchangeSender_590
  └─ExchangeSender_590	5.00	mpp[tiflash]		ExchangeType: PassThrough
    └─Projection_123	5.00	mpp[tiflash]		tpch_sf40.region.r_name, Column#221, Column#222
      └─Projection_586	5.00	mpp[tiflash]		Column#221, div(Column#222, cast(case(eq(Column#242, 0), 1, Column#242), decimal(20,0) BINARY))->Column#222, tpch_sf40.region.r_name
        └─HashAgg_587	5.00	mpp[tiflash]		group by:tpch_sf40.region.r_name, funcs:sum(Column#243)->Column#221, funcs:sum(Column#244)->Column#242, funcs:sum(Column#245)->Column#222, funcs:firstrow(tpch_sf40.region.r_name)->tpch_sf40.region.r_name, stream_count: 2
          └─ExchangeReceiver_589	5.00	mpp[tiflash]		stream_count: 2
            └─ExchangeSender_588	5.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.region.r_name, collate: utf8mb4_bin], stream_count: 2
              └─HashAgg_584	5.00	mpp[tiflash]		group by:tpch_sf40.region.r_name, funcs:count(tpch_sf40.part.p_name)->Column#243, funcs:count(Column#186)->Column#244, funcs:sum(Column#186)->Column#245
                └─Projection_573	25905583.90	mpp[tiflash]		Column#186, Column#186, tpch_sf40.part.p_name, tpch_sf40.region.r_name
                  └─Projection_563	25905583.90	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.part.p_name, Column#186, tpch_sf40.partsupp.ps_partkey
                    └─HashJoin_562	25905583.90	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.part.p_partkey, tpch_sf40.part.p_partkey)], stream_count: 2
                      ├─Selection_166(Build)	6400000.00	mpp[tiflash]		le(Column#188, 5), stream_count: 2
                      │ └─Window_168	8000000.00	mpp[tiflash]		rank()->Column#188 over(partition by tpch_sf40.part.p_partkey order by Column#186 desc), stream_count: 2
                      │   └─Sort_220	8000000.00	mpp[tiflash]		tpch_sf40.part.p_partkey, Column#186:desc, stream_count: 2
                      │     └─ExchangeReceiver_219	8000000.00	mpp[tiflash]		stream_count: 2
                      │       └─ExchangeSender_218	8000000.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.part.p_partkey, collate: binary], stream_count: 2
                      │         └─Projection_214	8000000.00	mpp[tiflash]		Column#186, tpch_sf40.part.p_partkey
