-- Query: 7081
-- Execution time: .106306561s

id	estRows	task	access object	operator info
Sort_67	25.00	root		Column#106:desc, Column#107:desc
└─TableReader_317	25.00	root		MppVersion: 2, data:ExchangeSender_316
  └─ExchangeSender_316	25.00	mpp[tiflash]		ExchangeType: PassThrough
    └─Projection_70	25.00	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_name, Column#106, Column#107, Column#109
      └─Window_315	25.00	mpp[tiflash]		rank()->Column#109 over(order by Column#106 desc)
        └─Sort_124	25.00	mpp[tiflash]		Column#106:desc
          └─ExchangeReceiver_123	25.00	mpp[tiflash]		
            └─ExchangeSender_122	25.00	mpp[tiflash]		ExchangeType: PassThrough, Compression: FAST
              └─Projection_118	25.00	mpp[tiflash]		Column#106, div(Column#107, cast(case(eq(Column#111, 0), 1, Column#111), decimal(20,0) BINARY))->Column#107, tpch_sf40.nation.n_name, tpch_sf40.region.r_name
                └─HashAgg_119	25.00	mpp[tiflash]		group by:tpch_sf40.nation.n_name, tpch_sf40.region.r_name, funcs:sum(Column#112)->Column#106, funcs:sum(Column#113)->Column#111, funcs:sum(Column#114)->Column#107, funcs:firstrow(tpch_sf40.nation.n_name)->tpch_sf40.nation.n_name, funcs:firstrow(tpch_sf40.region.r_name)->tpch_sf40.region.r_name, stream_count: 2
                  └─ExchangeReceiver_121	25.00	mpp[tiflash]		stream_count: 2
                    └─ExchangeSender_120	25.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.region.r_name, collate: utf8mb4_bin], [name: tpch_sf40.nation.n_name, collate: utf8mb4_bin], stream_count: 2
                      └─HashAgg_74	25.00	mpp[tiflash]		group by:tpch_sf40.nation.n_name, tpch_sf40.region.r_name, funcs:count(1)->Column#112, funcs:count(tpch_sf40.orders.o_totalprice)->Column#113, funcs:sum(tpch_sf40.orders.o_totalprice)->Column#114
                        └─Projection_117	7296147.47	mpp[tiflash]		tpch_sf40.orders.o_totalprice, tpch_sf40.nation.n_name, tpch_sf40.region.r_name
                          └─Projection_110	7296147.47	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.orders.o_totalprice, tpch_sf40.customer.c_name
                            └─HashJoin_77	7296147.47	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.customer.c_name, tpch_sf40.customer.c_name)], stream_count: 2
                              ├─ExchangeReceiver_90(Build)	5999987.00	mpp[tiflash]		stream_count: 2
                              │ └─ExchangeSender_89	5999987.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.customer.c_name, collate: utf8mb4_bin], stream_count: 2
                              │   └─Projection_88	5999987.00	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.customer.c_name
                              │     └─HashJoin_78	5999987.00	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.nation.n_nationkey, tpch_sf40.customer.c_nationkey)]
                              │       ├─ExchangeReceiver_86(Build)	25.00	mpp[tiflash]		
                              │       │ └─ExchangeSender_85	25.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                              │       │   └─Projection_84	25.00	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_nationkey, tpch_sf40.nation.n_name
                              │       │     └─HashJoin_79	25.00	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.region.r_regionkey, tpch_sf40.nation.n_regionkey)]
                              │       │       ├─ExchangeReceiver_82(Build)	5.00	mpp[tiflash]		
                              │       │       │ └─ExchangeSender_81	5.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
                              │       │       │   └─TableFullScan_80	5.00	mpp[tiflash]	table:r	keep order:false
                              │       │       └─TableFullScan_83(Probe)	25.00	mpp[tiflash]	table:n	keep order:false
                              │       └─TableFullScan_87(Probe)	6000000.00	mpp[tiflash]	table:c	keep order:false
                              └─ExchangeReceiver_109(Probe)	7296147.47	mpp[tiflash]		
                                └─ExchangeSender_108	7296147.47	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.customer.c_name, collate: utf8mb4_bin]
                                  └─Selection_92	7296147.47	mpp[tiflash]		le(Column#90, 10), stream_count: 2
                                    └─Window_93	9120184.33	mpp[tiflash]		row_number()->Column#90 over(partition by tpch_sf40.customer.c_nationkey order by tpch_sf40.orders.o_totalprice desc rows between current row and current row), stream_count: 2
                                      └─Sort_107	9120184.33	mpp[tiflash]		tpch_sf40.customer.c_nationkey, tpch_sf40.orders.o_totalprice:desc, stream_count: 2
                                        └─ExchangeReceiver_106	9120184.33	mpp[tiflash]		stream_count: 2
                                          └─ExchangeSender_105	9120184.33	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.customer.c_nationkey, collate: binary], stream_count: 2
                                            └─Projection_95	9120184.33	mpp[tiflash]		tpch_sf40.orders.o_totalprice, tpch_sf40.customer.c_name, tpch_sf40.customer.c_nationkey
                                              └─Projection_104	9120184.33	mpp[tiflash]		tpch_sf40.customer.c_name, tpch_sf40.customer.c_nationkey, tpch_sf40.orders.o_totalprice, tpch_sf40.orders.o_custkey
                                                └─HashJoin_96	9120184.33	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.customer.c_custkey, tpch_sf40.orders.o_custkey)], stream_count: 2
                                                  ├─ExchangeReceiver_99(Build)	6000000.00	mpp[tiflash]		stream_count: 2
                                                  │ └─ExchangeSender_98	6000000.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.customer.c_custkey, collate: binary], stream_count: 2
                                                  │   └─TableFullScan_97	6000000.00	mpp[tiflash]	table:c	keep order:false
                                                  └─ExchangeReceiver_103(Probe)	9120184.33	mpp[tiflash]		
                                                    └─ExchangeSender_102	9120184.33	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.orders.o_custkey, collate: binary]
                                                      └─TableFullScan_100	9120184.33	mpp[tiflash]	table:o	pushed down filter:ge(tpch_sf40.orders.o_orderdate, 1996-01-01), lt(tpch_sf40.orders.o_orderdate, 1997-01-01), keep order:false
