-- Query: 6284
-- Execution time: .105880828s

id	estRows	task	access object	operator info
Projection_39	10.00	root		tpch_sf40.nation.n_name, tpch_sf40.region.r_name, Column#62, Column#63, Column#64
└─TopN_43	10.00	root		Column#62:desc, offset:0, count:10
  └─TableReader_349	10.00	root		MppVersion: 2, data:ExchangeSender_348
    └─ExchangeSender_348	10.00	mpp[tiflash]		ExchangeType: PassThrough
      └─TopN_347	10.00	mpp[tiflash]		Column#62:desc, offset:0, count:10
        └─Projection_343	25.00	mpp[tiflash]		Column#62, Column#63, div(Column#64, cast(case(eq(Column#78, 0), 1, Column#78), decimal(20,0) BINARY))->Column#64, tpch_sf40.nation.n_name, tpch_sf40.region.r_name
          └─HashAgg_344	25.00	mpp[tiflash]		group by:tpch_sf40.nation.n_name, tpch_sf40.region.r_name, funcs:sum(Column#79)->Column#62, funcs:count(distinct tpch_sf40.orders.o_orderkey)->Column#63, funcs:sum(Column#80)->Column#78, funcs:sum(Column#81)->Column#64, funcs:firstrow(tpch_sf40.nation.n_name)->tpch_sf40.nation.n_name, funcs:firstrow(tpch_sf40.region.r_name)->tpch_sf40.region.r_name, stream_count: 2
            └─ExchangeReceiver_346	25.00	mpp[tiflash]		stream_count: 2
              └─ExchangeSender_345	25.00	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.nation.n_name, collate: utf8mb4_bin], [name: tpch_sf40.region.r_name, collate: utf8mb4_bin], stream_count: 2
                └─HashAgg_341	25.00	mpp[tiflash]		group by:Column#87, Column#88, Column#89, funcs:sum(Column#84)->Column#79, funcs:count(Column#85)->Column#80, funcs:sum(Column#86)->Column#81
                  └─Projection_350	37565830.50	mpp[tiflash]		mul(tpch_sf40.lineitem.l_extendedprice, minus(1, tpch_sf40.lineitem.l_discount))->Column#84, tpch_sf40.customer.c_acctbal->Column#85, tpch_sf40.customer.c_acctbal->Column#86, tpch_sf40.nation.n_name->Column#87, tpch_sf40.region.r_name->Column#88, tpch_sf40.orders.o_orderkey->Column#89
                    └─Projection_330	37565830.50	mpp[tiflash]		tpch_sf40.lineitem.l_extendedprice, tpch_sf40.lineitem.l_discount, tpch_sf40.orders.o_orderkey, tpch_sf40.customer.c_acctbal, tpch_sf40.nation.n_name, tpch_sf40.region.r_name
