-- Query: 28127
-- Source: SQLStorm v1.0 query 9352

id	estRows	estCost	task	access object	operator info
Sort_58	399988.00	15688111486.23	root		Column#128:desc, Column#126:desc
└─TableReader_461	399988.00	15294675729.69	root		MppVersion: 2, data:ExchangeSender_460
  └─ExchangeSender_460	399988.00	30347358719.38	mpp[tiflash]		ExchangeType: PassThrough
    └─Projection_61	399988.00	30347358719.38	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.region.r_name, tpch_sf40.supplier.s_name, coalesce(Column#80, 0)->Column#126, coalesce(Column#101, 0)->Column#127, coalesce(Column#123, 0)->Column#128, coalesce(Column#124, 0)->Column#129, Column#125
      └─Projection_459	399988.00	30345419577.55	mpp[tiflash]		tpch_sf40.nation.n_name, tpch_sf40.region.r_name, tpch_sf40.supplier.s_name, Column#80, Column#101, Column#123, Column#124, Column#125
        └─Projection_456	399988.00	30345381178.71	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.supplier.s_name, Column#123, Column#124, Column#125, Column#80, Column#101, tpch_sf40.supplier.s_suppkey
          └─HashJoin_455	399988.00	30345337980.00	mpp[tiflash]		left outer join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.customer.c_custkey)]
            ├─Projection_130(Build)	399988.00	24904341903.80	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_name, Column#123, Column#124, Column#125, Column#80
            │ └─HashJoin_67	399988.00	24904303504.95	mpp[tiflash]		left outer join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_suppkey)]
            │   ├─Projection_121(Build)	398784.00	2578637218.93	mpp[tiflash]		Column#80, tpch_sf40.supplier.s_suppkey
            │   │ └─HashAgg_122	398784.00	2578627648.11	mpp[tiflash]		group by:tpch_sf40.supplier.s_suppkey, funcs:sum(Column#148)->Column#80, funcs:firstrow(tpch_sf40.supplier.s_suppkey)->tpch_sf40.supplier.s_suppkey, stream_count: 2
            │   │   └─ExchangeReceiver_124	398784.00	2575273005.10	mpp[tiflash]		stream_count: 2
            │   │     └─ExchangeSender_123	398784.00	2556131373.10	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.supplier.s_suppkey, collate: binary], stream_count: 2
            │   │       └─HashAgg_107	398784.00	2556131373.10	mpp[tiflash]		group by:Column#197, funcs:sum(Column#196)->Column#148
            │   │         └─Projection_463	32097576.63	3247602114.27	mpp[tiflash]		mul(cast(tpch_sf40.partsupp.ps_availqty, decimal(10,0) BINARY), tpch_sf40.partsupp.ps_supplycost)->Column#196, tpch_sf40.supplier.s_suppkey->Column#197
            │   │           └─Projection_120	32097576.63	2438759231.91	mpp[tiflash]		tpch_sf40.supplier.s_suppkey, tpch_sf40.partsupp.ps_availqty, tpch_sf40.partsupp.ps_supplycost
            │   │             └─HashJoin_119	32097576.63	2437603719.15	mpp[tiflash]		inner join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.partsupp.ps_suppkey)]
            │   │               ├─ExchangeReceiver_113(Build)	400000.00	38224000.00	mpp[tiflash]		
            │   │               │ └─ExchangeSender_112	400000.00	19024000.00	mpp[tiflash]		ExchangeType: Broadcast, Compression: FAST
            │   │               │   └─TableFullScan_111	400000.00	19024000.00	mpp[tiflash]	table:s	keep order:false
            │   │               └─TableFullScan_114(Probe)	32000000.00	2347433052.48	mpp[tiflash]	table:ps	keep order:false
            │   └─Projection_104(Probe)	399988.00	22324069223.62	mpp[tiflash]		tpch_sf40.region.r_name, tpch_sf40.nation.n_name, tpch_sf40.supplier.s_suppkey, tpch_sf40.supplier.s_name, Column#123, Column#124, Column#125
            │     └─HashJoin_69	399988.00	22324035624.63	mpp[tiflash]		left outer join, equal:[eq(tpch_sf40.supplier.s_suppkey, tpch_sf40.lineitem.l_suppkey)]
            │       ├─Projection_95(Build)	60813.90	22194578201.12	mpp[tiflash]		Column#123, Column#124, div(Column#125, cast(case(eq(Column#135, 0), 1, Column#135), decimal(20,0) BINARY))->Column#125, tpch_sf40.lineitem.l_suppkey
            │       │ └─HashAgg_96	60813.90	22194503035.14	mpp[tiflash]		group by:tpch_sf40.lineitem.l_suppkey, funcs:sum(Column#136)->Column#123, funcs:sum(Column#137)->Column#124, funcs:sum(Column#138)->Column#135, funcs:sum(Column#139)->Column#125, funcs:firstrow(tpch_sf40.lineitem.l_suppkey)->tpch_sf40.lineitem.l_suppkey, stream_count: 2
            │       │   └─ExchangeReceiver_98	60813.90	22193638676.05	mpp[tiflash]		stream_count: 2
            │       │     └─ExchangeSender_97	60813.90	22185367986.16	mpp[tiflash]		ExchangeType: HashPartition, Compression: FAST, Hash Cols: [name: tpch_sf40.lineitem.l_suppkey, collate: binary], stream_count: 2
            │       │       └─HashAgg_85	60813.90	22185367986.16	mpp[tiflash]		group by:Column#195, funcs:sum(Column#191)->Column#136, funcs:sum(Column#192)->Column#137, funcs:count(Column#193)->Column#138, funcs:sum(Column#194)->Column#139
